employee_id,age,gender,marital_status,education_level,department,job_role,job_level,monthly_income,salary_hike_pct,years_at_company,total_working_years,work_mode,overtime_hours_per_week,burnout_score,engagement_score,work_life_balance_score,uses_ai_tools_at_work,perceived_ai_job_risk,attrition,age_group
1688,44,Female,Married,Bachelors,Sales,Sales Manager,Mid Level,5179,8.6,10.9,15.6,Onsite,6.1,3.9,6.0,7.0,False,5.8,0,Senior Career (40-49)
1689,37,Male,Married,Masters,Finance,Accountant,Associate,6942,15.8,5.9,8.5,Remote,1.3,1.7,7.2,9.9,False,8.1,0,Mid Career (30-39)
1690,55,Female,Married,High School,Research & Development,R&D Manager,Management,11012,10.3,11.0,18.3,Remote,6.0,4.2,7.0,5.7,False,2.2,0,Pre-Retirement (50-64)
1691,35,Male,Single,Masters,Engineering,Data Engineer,Associate,6188,14.1,5.3,12.9,Hybrid,5.0,3.9,5.1,6.7,True,5.3,0,Mid Career (30-39)
1692,38,Female,Single,High School,Finance,Financial Analyst,Associate,5073,14.5,7.5,8.5,Remote,1.5,1.2,8.1,7.5,True,6.3,0,Mid Career (30-39)
1693,50,Female,Single,Bachelors,Operations,Program Manager,Management,9670,16.5,13.8,22.3,Hybrid,3.7,2.7,10.0,6.2,False,4.9,0,Pre-Retirement (50-64)
1694,52,Male,Single,Masters,Sales,Sales Manager,Management,10288,3.6,11.6,19.9,Onsite,5.9,4.5,4.1,4.0,False,5.7,0,Pre-Retirement (50-64)
1695,32,Male,Married,PhD,Operations,Operations Analyst,Associate,5146,10.7,5.6,9.1,Onsite,10.1,2.4,8.6,6.1,True,5.3,0,Mid Career (30-39)
1696,35,Male,Single,Bachelors,Customer Support,Support Team Lead,Mid Level,4397,9.2,7.6,15.0,Hybrid,4.9,2.0,6.9,4.8,False,5.5,0,Mid Career (30-39)
1697,31,Male,Single,Masters,Operations,Operations Manager,Mid Level,6131,8.9,6.4,11.0,Hybrid,7.8,3.0,6.3,6.3,False,1.0,0,Mid Career (30-39)
1698,36,Female,Single,High School,Human Resources,HR Business Partner,Mid Level,5730,9.7,9.3,16.0,Hybrid,4.2,4.7,6.7,5.8,False,4.7,0,Mid Career (30-39)
1699,43,Female,Married,Masters,Operations,Program Manager,Senior Level,7474,14.4,8.5,15.9,Onsite,7.4,4.6,7.1,5.3,False,6.4,0,Senior Career (40-49)
1701,34,Male,Single,Masters,Sales,Account Executive,Associate,7101,4.5,4.9,12.1,Onsite,5.5,4.1,6.8,5.8,False,4.5,0,Mid Career (30-39)
1702,23,Female,Married,Masters,Engineering,QA Engineer,Entry Level,4570,15.4,0.0,3.0,Onsite,15.9,6.3,5.4,5.3,True,2.4,0,Early Career (21-29)
1703,34,Female,Married,Bachelors,Research & Development,Product Researcher,Associate,6572,3.1,6.6,12.7,Remote,9.3,4.0,8.1,5.9,False,4.7,0,Mid Career (30-39)
1704,39,Female,Married,Bachelors,Marketing,Growth Manager,Associate,4063,9.3,5.6,10.5,Remote,15.6,6.2,4.4,4.1,True,7.2,1,Mid Career (30-39)
1706,25,Female,Single,Bachelors,Engineering,Engineering Manager,Associate,4592,11.6,4.0,5.0,Hybrid,1.0,3.2,7.0,7.1,False,6.0,0,Early Career (21-29)
1707,39,Male,Single,Bachelors,Sales,Sales Manager,Associate,4567,12.4,2.0,6.1,Onsite,7.1,5.9,4.0,5.4,True,6.2,0,Mid Career (30-39)
1708,27,Male,Married,Bachelors,Human Resources,HR Business Partner,Mid Level,5610,11.9,5.4,7.0,Onsite,8.2,3.4,7.1,6.2,True,4.2,0,Early Career (21-29)
1709,59,Male,Single,Masters,Marketing,Growth Manager,Senior Level,7269,3.6,12.5,18.4,Remote,6.5,3.7,5.7,7.4,True,6.1,0,Pre-Retirement (50-64)
1710,34,Male,Married,Masters,Sales,Account Executive,Associate,4712,7.7,8.5,9.5,Hybrid,4.1,2.7,5.0,7.4,False,2.4,0,Mid Career (30-39)
1711,27,Male,Married,Masters,Engineering,Engineering Manager,Associate,4734,11.1,3.9,7.0,Remote,13.5,5.2,6.1,4.2,False,5.0,0,Early Career (21-29)
1712,36,Male,Married,Masters,Research & Development,R&D Manager,Senior Level,10549,8.5,12.0,16.0,Hybrid,2.7,2.9,7.0,6.1,True,2.4,0,Mid Career (30-39)
1713,30,Male,Divorced,Masters,Engineering,Engineering Manager,Associate,5926,7.1,8.1,10.0,Onsite,2.6,4.6,4.9,5.0,True,5.6,0,Mid Career (30-39)
1714,47,Male,Single,Bachelors,Customer Support,Customer Success Manager,Associate,3659,15.4,6.4,11.2,Onsite,9.7,4.5,5.7,5.8,False,6.7,0,Senior Career (40-49)
1715,28,Male,Single,Bachelors,Engineering,Software Engineer,Associate,6249,6.6,7.0,8.0,Remote,2.0,3.9,5.5,9.4,True,6.3,0,Early Career (21-29)
1716,36,Female,Divorced,Masters,Marketing,Marketing Specialist,Management,10709,10.2,11.1,16.0,Remote,9.3,3.2,7.5,6.1,False,6.2,0,Mid Career (30-39)
1717,39,Female,Married,PhD,Operations,Operations Manager,Mid Level,8036,19.2,7.3,11.9,Onsite,2.0,4.0,8.7,4.8,True,2.6,0,Mid Career (30-39)
1718,33,Male,Single,Masters,Operations,Operations Analyst,Associate,4231,10.6,7.8,9.8,Hybrid,0.4,2.8,5.5,8.4,False,4.4,0,Mid Career (30-39)
1719,34,Male,Married,Bachelors,Operations,Operations Manager,Mid Level,4460,5.4,8.7,14.0,Onsite,9.6,4.0,5.2,5.4,True,2.7,0,Mid Career (30-39)
1720,36,Male,Married,Masters,Engineering,QA Engineer,Mid Level,8878,16.3,8.6,16.0,Remote,4.6,4.1,5.6,7.2,False,5.7,0,Mid Career (30-39)
1721,30,Male,Divorced,Bachelors,Customer Support,Customer Success Manager,Associate,3340,15.4,3.4,10.0,Onsite,10.5,6.2,7.7,3.7,False,5.1,0,Mid Career (30-39)
1722,36,Female,Married,Bachelors,Finance,Finance Manager,Mid Level,6578,9.9,4.9,14.4,Onsite,12.2,5.1,8.8,5.7,True,4.6,0,Mid Career (30-39)
1723,31,Female,Married,Bachelors,Research & Development,Product Researcher,Associate,5960,7.3,4.2,4.0,Hybrid,2.6,4.4,5.5,9.1,True,6.3,0,Mid Career (30-39)
1724,36,Female,Married,PhD,Research & Development,R&D Manager,Senior Level,12185,7.5,9.1,16.0,Hybrid,4.0,5.6,5.6,7.2,True,6.5,1,Mid Career (30-39)
1725,36,Female,Single,PhD,Operations,Operations Analyst,Entry Level,2604,14.4,5.7,13.0,Remote,4.1,1.3,9.0,6.8,False,9.5,0,Mid Career (30-39)
1726,41,Female,Single,High School,Customer Support,Customer Success Manager,Management,7749,8.8,10.8,15.0,Onsite,12.5,6.4,3.3,5.6,False,3.8,0,Senior Career (40-49)
1727,43,Female,Married,Masters,Research & Development,Research Scientist,Mid Level,10356,12.9,13.9,18.3,Onsite,2.3,2.6,7.7,7.6,True,5.0,0,Senior Career (40-49)
1728,47,Male,Married,PhD,Operations,Program Manager,Management,14316,9.8,12.4,19.8,Hybrid,12.8,4.4,7.6,4.7,True,3.1,0,Senior Career (40-49)
1729,35,Non-binary,Married,Masters,Finance,Finance Manager,Associate,6794,11.2,3.9,11.2,Hybrid,3.7,3.9,5.8,6.3,True,5.2,0,Mid Career (30-39)
1730,37,Female,Married,Bachelors,Marketing,Growth Manager,Mid Level,7010,10.4,6.8,11.9,Hybrid,6.1,4.3,6.0,5.4,False,6.8,1,Mid Career (30-39)
1731,30,Male,Single,Bachelors,Marketing,Marketing Specialist,Associate,4709,9.9,3.2,9.8,Remote,4.9,2.9,6.0,5.7,False,3.2,0,Mid Career (30-39)
1732,30,Male,Divorced,Masters,Finance,Finance Manager,Senior Level,10958,15.0,9.0,10.0,Hybrid,6.1,2.4,6.0,6.2,False,2.9,0,Mid Career (30-39)
1733,28,Female,Married,Bachelors,Finance,Accountant,Entry Level,3697,9.7,4.5,8.0,Hybrid,17.2,6.4,5.2,2.9,False,4.7,1,Early Career (21-29)
1734,41,Male,Married,Bachelors,Engineering,Data Engineer,Mid Level,6576,11.9,10.6,15.1,Onsite,3.4,4.6,6.3,6.9,True,2.2,1,Senior Career (40-49)
1735,34,Female,Single,Bachelors,Engineering,Software Engineer,Entry Level,4249,9.4,4.4,14.0,Onsite,4.6,4.3,6.1,6.1,True,3.0,0,Mid Career (30-39)
1736,21,Female,Single,Masters,Sales,Sales Manager,Associate,4935,11.3,0.0,1.0,Onsite,14.0,5.4,8.0,4.9,True,4.1,0,Early Career (21-29)
1737,31,Male,Single,Bachelors,Sales,Sales Manager,Mid Level,5912,7.5,8.5,9.4,Onsite,14.5,6.5,5.9,4.4,False,6.3,0,Mid Career (30-39)
1738,40,Female,Single,Bachelors,Operations,Program Manager,Mid Level,6203,6.3,8.2,13.6,Hybrid,6.1,5.7,4.1,7.8,False,4.9,1,Senior Career (40-49)
1739,24,Male,Married,Bachelors,Research & Development,Product Researcher,Associate,7196,3.3,3.0,4.0,Onsite,5.4,4.9,4.7,5.7,False,4.3,1,Early Career (21-29)
1740,37,Female,Single,Masters,Engineering,Data Engineer,Mid Level,7262,11.2,5.5,13.4,Hybrid,8.3,6.7,2.5,4.7,True,3.7,0,Mid Career (30-39)
1741,32,Male,Married,PhD,Customer Support,Support Team Lead,Associate,4187,18.0,7.4,12.0,Remote,12.0,3.8,7.2,5.9,False,8.4,1,Mid Career (30-39)
1742,40,Male,Single,Bachelors,Sales,Account Executive,Entry Level,3697,15.8,2.2,9.3,Onsite,9.5,4.9,6.1,5.3,False,7.8,0,Senior Career (40-49)
1743,49,Female,Married,Bachelors,Operations,Operations Analyst,Management,10535,10.5,10.8,15.6,Hybrid,17.9,8.1,5.8,3.4,False,3.8,1,Senior Career (40-49)
1744,45,Female,Single,Bachelors,Engineering,Software Engineer,Mid Level,7784,14.9,7.3,12.0,Onsite,10.8,4.7,5.4,6.2,False,4.2,0,Senior Career (40-49)
1745,38,Female,Divorced,Bachelors,Finance,Finance Manager,Associate,6758,9.4,6.1,12.0,Remote,6.3,1.7,7.9,7.4,False,6.2,0,Mid Career (30-39)
1746,37,Male,Married,High School,Marketing,Content Strategist,Associate,3928,11.4,2.8,14.0,Onsite,0.7,4.4,3.2,6.3,False,3.5,1,Mid Career (30-39)
1747,40,Male,Single,Masters,Customer Support,Support Team Lead,Mid Level,5768,8.0,6.7,10.0,Hybrid,5.6,4.6,5.7,5.9,False,9.3,0,Senior Career (40-49)
1748,41,Male,Married,Bachelors,Engineering,Engineering Manager,Management,10109,12.0,11.9,19.1,Hybrid,8.1,2.9,8.7,6.4,True,1.0,0,Senior Career (40-49)
1749,26,Female,Single,Masters,Marketing,Content Strategist,Associate,5226,10.2,0.8,6.0,Hybrid,3.8,2.7,6.7,6.9,True,7.2,0,Early Career (21-29)
1750,46,Male,Single,Masters,Customer Support,Customer Success Manager,Senior Level,6482,8.2,8.3,19.0,Onsite,9.2,6.3,4.7,4.6,True,8.1,1,Senior Career (40-49)
1751,42,Male,Single,Bachelors,Operations,Operations Manager,Senior Level,6925,7.7,10.3,14.0,Onsite,2.0,2.5,8.3,6.1,True,3.9,0,Senior Career (40-49)
1752,29,Male,Single,High School,Engineering,Engineering Manager,Associate,5199,8.9,3.6,9.0,Remote,5.0,3.1,6.5,5.6,True,5.2,0,Early Career (21-29)
1753,32,Female,Married,PhD,Customer Support,Support Specialist,Associate,5036,7.0,7.6,10.3,Remote,6.8,3.3,7.3,6.3,True,6.3,0,Mid Career (30-39)
1754,43,Female,Single,Masters,Engineering,Software Engineer,Management,16539,9.6,12.1,17.0,Hybrid,5.9,2.5,5.9,8.0,True,3.3,0,Senior Career (40-49)
1755,41,Female,Married,Bachelors,Engineering,QA Engineer,Mid Level,9007,12.0,9.8,14.7,Hybrid,4.6,1.6,5.4,7.3,True,5.6,0,Senior Career (40-49)
1756,27,Female,Married,Bachelors,Engineering,Engineering Manager,Associate,7086,13.2,6.0,7.0,Remote,5.4,4.0,4.8,7.0,True,5.3,1,Early Career (21-29)
1757,52,Female,Single,Masters,Operations,Operations Analyst,Management,12981,13.6,9.9,15.8,Onsite,3.7,4.8,6.8,8.1,False,4.2,0,Pre-Retirement (50-64)
1758,26,Female,Married,Bachelors,Customer Support,Customer Success Manager,Mid Level,4693,4.7,5.0,6.0,Remote,8.6,3.6,8.1,8.4,True,5.8,1,Early Career (21-29)
1759,34,Male,Married,Bachelors,Customer Support,Support Team Lead,Mid Level,4631,15.2,3.8,12.4,Onsite,7.2,3.2,6.9,5.7,True,5.6,0,Mid Career (30-39)
1760,39,Female,Single,Bachelors,Operations,Operations Manager,Associate,4965,8.4,5.1,16.3,Remote,10.1,3.9,4.4,7.6,False,7.5,1,Mid Career (30-39)
1761,34,Male,Single,Bachelors,Customer Support,Support Team Lead,Associate,5093,14.6,7.8,14.0,Hybrid,17.3,3.9,7.2,5.1,False,3.7,0,Mid Career (30-39)
1762,31,Male,Married,Masters,Research & Development,Research Scientist,Associate,5351,11.4,5.5,8.6,Remote,11.0,2.9,7.9,5.3,True,5.5,0,Mid Career (30-39)
1763,25,Female,Married,Bachelors,Human Resources,Recruiter,Mid Level,4733,10.5,4.0,5.0,Onsite,4.8,4.9,5.9,5.7,False,5.8,0,Early Career (21-29)
1764,31,Male,Divorced,Masters,Finance,Accountant,Associate,5972,3.2,8.4,11.0,Remote,2.3,3.9,5.9,5.9,False,6.6,0,Mid Career (30-39)
1765,45,Female,Single,Masters,Research & Development,R&D Manager,Senior Level,8555,9.2,7.0,14.7,Onsite,5.9,3.3,7.0,7.8,False,4.5,0,Senior Career (40-49)
1766,59,Female,Married,Bachelors,Marketing,Marketing Specialist,Management,8700,5.7,14.2,23.4,Onsite,4.1,3.1,8.7,5.5,True,4.5,0,Pre-Retirement (50-64)
1767,39,Female,Single,Bachelors,Engineering,QA Engineer,Senior Level,11093,8.5,10.2,14.6,Hybrid,2.7,5.5,5.5,6.1,False,5.6,0,Mid Career (30-39)
1768,41,Female,Married,Masters,Research & Development,Research Scientist,Senior Level,9768,10.7,9.9,15.7,Onsite,5.8,4.8,5.2,5.1,True,1.6,0,Senior Career (40-49)
1769,44,Male,Married,Bachelors,Engineering,QA Engineer,Management,10867,9.7,6.9,16.8,Onsite,13.5,6.5,7.0,4.2,True,6.5,1,Senior Career (40-49)
1770,44,Male,Married,Bachelors,Finance,Accountant,Senior Level,9805,8.6,11.2,16.8,Hybrid,10.1,4.3,4.1,4.5,True,4.2,0,Senior Career (40-49)
1772,27,Female,Married,Masters,Operations,Program Manager,Associate,4655,13.0,3.6,4.1,Hybrid,15.9,6.4,6.8,4.9,True,6.5,1,Early Career (21-29)
1773,30,Male,Married,Masters,Finance,Accountant,Entry Level,4557,11.2,6.9,10.0,Onsite,9.6,3.8,7.3,4.8,False,6.7,0,Mid Career (30-39)
1774,34,Female,Married,PhD,Marketing,Growth Manager,Associate,5032,14.1,1.5,11.4,Hybrid,9.1,4.0,5.5,4.6,True,6.1,0,Mid Career (30-39)
1775,36,Female,Single,Bachelors,Engineering,Data Engineer,Mid Level,10090,13.1,6.7,10.5,Onsite,5.6,3.1,8.2,5.5,True,5.9,0,Mid Career (30-39)
1776,32,Male,Single,Bachelors,Human Resources,HR Manager,Management,7364,2.4,9.3,12.0,Remote,5.9,3.4,5.1,7.5,True,3.4,0,Mid Career (30-39)
1777,29,Male,Single,Masters,Operations,Operations Analyst,Associate,5116,11.9,7.0,9.0,Onsite,14.7,5.5,2.8,6.3,True,5.0,0,Early Career (21-29)
1778,45,Male,Single,High School,Human Resources,HR Business Partner,Senior Level,8543,5.4,11.1,23.1,Onsite,8.8,2.1,8.7,6.7,True,4.5,0,Senior Career (40-49)
1779,50,Female,Single,Bachelors,Operations,Operations Analyst,Management,8485,12.7,11.6,15.3,Hybrid,4.0,6.2,4.2,5.4,True,5.5,0,Pre-Retirement (50-64)
1780,33,Non-binary,Married,Bachelors,Research & Development,Research Scientist,Associate,6357,11.2,1.5,7.0,Hybrid,2.9,3.2,6.9,6.8,True,2.9,0,Mid Career (30-39)
1781,50,Male,Single,Bachelors,Finance,Finance Manager,Management,12434,13.2,11.0,23.8,Remote,7.6,3.8,7.4,8.1,False,3.7,0,Pre-Retirement (50-64)
1782,44,Male,Divorced,Bachelors,Operations,Program Manager,Management,8656,10.5,4.9,16.1,Hybrid,0.3,5.4,6.6,6.5,False,1.0,0,Senior Career (40-49)
1783,37,Female,Married,Bachelors,Customer Support,Support Team Lead,Associate,3269,4.7,5.1,5.7,Hybrid,5.9,2.7,5.1,6.6,False,5.5,0,Mid Career (30-39)
1784,46,Male,Married,Masters,Human Resources,HR Manager,Senior Level,7344,14.2,8.9,12.7,Onsite,4.7,6.3,5.5,5.8,False,2.2,0,Senior Career (40-49)
1785,34,Male,Single,Bachelors,Sales,Sales Manager,Senior Level,8473,9.1,10.4,14.0,Hybrid,9.9,3.6,6.7,6.3,False,3.9,0,Mid Career (30-39)
1786,47,Female,Married,High School,Customer Support,Customer Success Manager,Management,7555,11.2,12.8,27.0,Remote,10.9,5.8,5.3,5.9,True,7.2,0,Senior Career (40-49)
1787,31,Male,Married,Bachelors,Customer Support,Support Specialist,Mid Level,4731,8.8,8.9,11.0,Hybrid,6.3,4.0,7.3,6.4,False,5.7,0,Mid Career (30-39)
1788,25,Male,Single,High School,Research & Development,Research Scientist,Entry Level,3280,12.8,4.0,5.0,Hybrid,3.9,3.0,6.4,6.8,False,5.8,0,Early Career (21-29)
1789,32,Male,Married,PhD,Engineering,Software Engineer,Entry Level,4985,2.3,7.2,11.2,Hybrid,0.9,4.6,4.7,7.7,True,6.2,0,Mid Career (30-39)
1790,43,Male,Single,Bachelors,Marketing,Marketing Specialist,Senior Level,7533,10.7,8.4,12.3,Hybrid,2.3,4.6,6.3,7.3,True,7.5,0,Senior Career (40-49)
1791,34,Male,Married,Masters,Engineering,Data Engineer,Mid Level,12781,15.2,5.3,10.7,Onsite,4.2,4.5,7.8,5.4,False,4.6,0,Mid Career (30-39)
1792,41,Male,Single,Bachelors,Marketing,Content Strategist,Mid Level,6762,15.5,7.1,12.3,Hybrid,2.0,4.2,7.9,7.0,True,5.5,0,Senior Career (40-49)
1793,33,Female,Single,Bachelors,Marketing,Marketing Specialist,Mid Level,7578,11.8,7.9,13.0,Hybrid,5.6,4.0,6.7,8.5,True,6.4,0,Mid Career (30-39)
1794,29,Female,Divorced,Bachelors,Engineering,Engineering Manager,Mid Level,7702,11.0,8.0,9.0,Hybrid,3.5,3.9,5.9,7.0,True,2.5,0,Early Career (21-29)
1795,34,Female,Single,High School,Research & Development,Product Researcher,Entry Level,3258,15.0,0.4,5.2,Hybrid,5.7,3.6,8.0,5.3,True,5.0,1,Mid Career (30-39)
1796,40,Male,Married,Bachelors,Operations,Operations Manager,Management,7055,11.9,10.6,14.0,Hybrid,9.4,5.4,8.7,6.2,False,7.6,0,Senior Career (40-49)
1797,39,Male,Married,Bachelors,Sales,Sales Manager,Mid Level,6624,10.6,6.2,9.0,Hybrid,6.0,2.5,6.8,6.1,False,4.5,0,Mid Career (30-39)
1798,32,Male,Single,PhD,Customer Support,Support Specialist,Associate,4294,16.8,3.0,8.9,Remote,8.9,5.7,8.0,5.8,False,5.5,0,Mid Career (30-39)
1799,32,Female,Single,Masters,Engineering,QA Engineer,Entry Level,5265,11.1,4.4,12.0,Onsite,6.9,5.3,6.2,5.0,False,5.2,0,Mid Career (30-39)
1800,35,Male,Single,High School,Sales,Sales Development Rep,Associate,5487,11.2,7.3,12.6,Hybrid,14.8,5.1,5.8,4.1,False,2.6,0,Mid Career (30-39)
1801,41,Male,Single,Bachelors,Operations,Operations Manager,Mid Level,7343,17.3,6.7,14.4,Remote,6.2,4.3,5.5,6.5,False,3.5,0,Senior Career (40-49)
1802,50,Male,Single,Masters,Operations,Operations Analyst,Senior Level,8772,8.9,8.7,19.4,Hybrid,2.6,3.1,7.1,7.6,True,6.0,1,Pre-Retirement (50-64)
1803,43,Female,Married,Masters,Operations,Program Manager,Senior Level,8475,6.2,10.5,17.0,Hybrid,1.9,2.9,5.1,7.7,True,2.4,0,Senior Career (40-49)
1804,48,Male,Single,Bachelors,Sales,Sales Manager,Management,10024,14.1,10.4,15.1,Hybrid,16.7,5.0,5.4,5.0,True,6.5,0,Senior Career (40-49)
1805,55,Female,Divorced,PhD,Engineering,QA Engineer,Mid Level,9674,3.6,10.5,18.2,Hybrid,5.1,5.3,5.5,6.4,True,4.0,0,Pre-Retirement (50-64)
1806,37,Male,Divorced,High School,Sales,Account Executive,Senior Level,8425,5.4,6.6,13.9,Remote,8.8,5.6,5.1,6.5,True,4.3,1,Mid Career (30-39)
1807,33,Female,Married,Masters,Operations,Operations Manager,Associate,5335,9.2,8.3,13.0,Remote,4.5,4.3,6.4,6.6,False,8.4,1,Mid Career (30-39)
1808,46,Female,Single,Bachelors,Customer Support,Support Team Lead,Senior Level,6648,1.6,8.1,18.7,Onsite,3.4,4.8,5.9,7.0,True,4.7,1,Senior Career (40-49)
1809,39,Male,Single,Masters,Customer Support,Support Specialist,Senior Level,6791,16.3,5.6,11.0,Remote,18.0,6.4,5.9,4.6,False,8.2,0,Mid Career (30-39)
1810,53,Male,Married,High School,Research & Development,R&D Manager,Management,10402,9.5,8.6,10.2,Onsite,3.0,4.2,7.3,6.7,False,3.2,0,Pre-Retirement (50-64)
1811,21,Male,Single,Bachelors,Sales,Sales Manager,Mid Level,6761,11.1,0.0,1.0,Remote,8.3,6.3,5.4,5.7,False,5.3,0,Early Career (21-29)
1812,32,Female,Married,Masters,Customer Support,Support Team Lead,Associate,3947,10.0,5.0,11.3,Remote,14.9,4.9,8.2,4.8,False,9.4,0,Mid Career (30-39)
1814,21,Female,Married,Bachelors,Engineering,Software Engineer,Associate,4493,15.5,0.0,1.0,Hybrid,7.7,4.7,7.7,6.1,False,5.4,0,Early Career (21-29)
1815,43,Non-binary,Single,Bachelors,Engineering,Data Engineer,Associate,5853,8.8,3.7,11.0,Remote,5.7,2.0,7.5,6.0,False,6.1,0,Senior Career (40-49)
1816,25,Male,Divorced,Masters,Engineering,Software Engineer,Entry Level,5403,14.9,0.0,5.0,Onsite,4.5,5.0,7.8,6.5,True,4.9,0,Early Career (21-29)
1817,58,Male,Married,Masters,Operations,Operations Analyst,Senior Level,7317,12.9,12.9,18.0,Remote,1.1,2.6,5.1,7.8,True,2.7,1,Pre-Retirement (50-64)
1818,29,Non-binary,Married,Masters,Customer Support,Customer Success Manager,Associate,4367,10.3,8.0,9.0,Remote,4.6,3.5,5.2,8.0,False,6.5,0,Early Career (21-29)
1819,29,Male,Married,PhD,Engineering,QA Engineer,Mid Level,6875,17.2,6.7,8.4,Hybrid,8.2,2.8,8.3,5.5,True,2.9,0,Early Career (21-29)
1820,28,Female,Divorced,Masters,Research & Development,Product Researcher,Mid Level,8693,9.9,5.8,7.6,Hybrid,3.0,1.0,6.2,7.6,False,1.8,0,Early Career (21-29)
1821,35,Female,Married,Bachelors,Engineering,Engineering Manager,Mid Level,8048,10.9,7.2,9.1,Onsite,4.4,1.6,8.2,6.9,True,1.0,0,Mid Career (30-39)
1822,36,Female,Single,Masters,Operations,Operations Manager,Senior Level,6825,15.9,7.7,10.6,Remote,2.3,1.8,7.4,8.8,True,4.7,0,Mid Career (30-39)
1823,39,Female,Married,Masters,Engineering,QA Engineer,Management,13053,12.6,9.8,18.3,Onsite,5.9,5.2,6.1,6.7,False,2.9,1,Mid Career (30-39)
1824,41,Male,Married,Bachelors,Operations,Operations Manager,Mid Level,5576,13.6,8.9,14.6,Remote,4.5,3.8,6.4,6.7,False,5.6,0,Senior Career (40-49)
1825,44,Male,Married,Bachelors,Engineering,Data Engineer,Senior Level,12340,15.0,13.4,20.6,Onsite,7.8,4.3,6.1,4.7,True,4.6,0,Senior Career (40-49)
1826,42,Female,Married,Masters,Finance,Financial Analyst,Mid Level,10718,15.9,9.9,22.0,Hybrid,4.5,4.8,7.5,6.7,False,6.8,0,Senior Career (40-49)
1827,29,Female,Single,Bachelors,Sales,Sales Development Rep,Mid Level,8313,11.8,5.4,9.0,Hybrid,5.1,4.3,4.4,5.8,False,4.3,0,Early Career (21-29)
1828,54,Female,Single,Bachelors,Finance,Accountant,Management,11524,6.4,9.8,21.7,Hybrid,2.8,4.2,5.7,7.1,False,7.6,0,Pre-Retirement (50-64)
1829,36,Male,Single,Masters,Customer Support,Support Team Lead,Senior Level,6994,16.2,7.8,14.4,Hybrid,9.1,3.3,5.9,6.6,False,5.5,0,Mid Career (30-39)
1830,29,Male,Single,Masters,Sales,Sales Development Rep,Mid Level,5498,13.7,7.1,9.0,Hybrid,7.1,2.8,9.4,6.6,False,4.2,0,Early Career (21-29)
1831,24,Male,Married,Masters,Research & Development,Research Scientist,Entry Level,3989,7.6,3.0,4.0,Remote,9.0,4.4,5.6,5.7,True,4.8,1,Early Career (21-29)
1832,27,Female,Single,Bachelors,Marketing,Marketing Specialist,Entry Level,2859,10.7,6.0,7.0,Onsite,1.9,3.9,5.7,7.5,True,4.2,0,Early Career (21-29)
1833,48,Male,Married,PhD,Sales,Sales Manager,Mid Level,7211,16.4,9.9,11.5,Onsite,7.2,3.6,8.0,5.3,True,5.4,0,Senior Career (40-49)
1834,44,Female,Single,Bachelors,Engineering,Data Engineer,Management,14851,10.3,8.4,19.7,Hybrid,3.4,3.0,7.7,8.2,True,3.8,0,Senior Career (40-49)
1835,26,Female,Married,Masters,Engineering,Data Engineer,Associate,6749,6.4,5.0,6.0,Hybrid,1.2,3.1,8.2,7.7,True,2.6,0,Early Career (21-29)
1836,51,Male,Single,Bachelors,Engineering,Engineering Manager,Management,15647,8.9,9.6,19.2,Hybrid,5.8,3.7,6.7,5.7,True,1.0,1,Pre-Retirement (50-64)
1837,29,Female,Married,Bachelors,Customer Support,Support Specialist,Entry Level,2385,7.9,1.9,9.0,Onsite,6.2,4.1,3.8,5.5,False,10.0,1,Early Career (21-29)
1838,31,Male,Married,High School,Engineering,QA Engineer,Entry Level,4474,8.3,4.2,11.0,Hybrid,5.5,1.8,7.3,6.7,False,4.2,0,Mid Career (30-39)
1839,43,Male,Single,Bachelors,Finance,Finance Manager,Senior Level,9495,8.1,10.2,12.6,Remote,3.7,1.5,5.6,6.7,False,6.4,0,Senior Career (40-49)
1840,37,Male,Divorced,High School,Finance,Finance Manager,Associate,4788,15.4,2.6,11.2,Onsite,8.4,5.8,4.3,4.5,True,4.9,1,Mid Career (30-39)
1841,46,Female,Married,Bachelors,Finance,Accountant,Associate,6385,10.4,9.3,14.3,Onsite,6.3,4.9,4.6,6.0,False,5.2,1,Senior Career (40-49)
1842,33,Female,Married,Bachelors,Marketing,Marketing Specialist,Mid Level,5838,10.9,6.7,10.7,Hybrid,6.4,2.9,5.3,7.4,False,5.1,0,Mid Career (30-39)
1843,36,Male,Single,Bachelors,Engineering,Engineering Manager,Mid Level,8771,15.3,5.4,9.6,Onsite,4.4,4.9,5.8,6.3,True,3.4,0,Mid Career (30-39)
1844,46,Male,Single,Masters,Engineering,Engineering Manager,Senior Level,11066,7.6,8.0,16.4,Hybrid,2.0,2.3,6.7,7.4,True,3.5,0,Senior Career (40-49)
1845,41,Male,Divorced,Bachelors,Operations,Operations Analyst,Associate,6739,16.7,5.6,15.5,Remote,6.7,3.1,7.2,7.4,False,5.1,1,Senior Career (40-49)
1846,37,Female,Married,Masters,Customer Support,Support Specialist,Associate,4629,17.0,9.0,11.5,Onsite,6.9,4.0,8.0,4.5,True,9.7,0,Mid Career (30-39)
1847,25,Female,Divorced,Bachelors,Marketing,Growth Manager,Associate,6631,17.2,4.0,5.0,Remote,17.7,6.5,3.1,3.8,False,7.5,0,Early Career (21-29)
