employee_id,age,gender,marital_status,education_level,department,job_role,job_level,monthly_income,salary_hike_pct,years_at_company,total_working_years,years_since_promotion,num_prior_companies,work_mode,overtime_hours_per_week,business_travel_days_per_year,burnout_score,engagement_score,work_life_balance_score,performance_rating,last_review_score,uses_ai_tools_at_work,perceived_ai_job_risk,attrition
1789,32,Male,Married,PhD,Engineering,Software Engineer,1,4985,2.3,7.2,11.2,5.1,1,Hybrid,0.9,5,4.6,4.7,7.7,4,8.6,TRUE,6.2,No
1790,43,Male,Single,Bachelors,Marketing,Marketing Specialist,4,7533,10.7,8.4,12.3,0.9,1,Hybrid,2.3,6,4.6,6.3,7.3,4,5.5,TRUE,7.5,No
1791,34,Male,Married,Masters,Engineering,Data Engineer,3,12781,15.2,5.3,10.7,1.8,1,Onsite,4.2,11,4.5,7.8,5.4,3,10,FALSE,4.6,No
1792,41,Male,Single,Bachelors,Marketing,Content Strategist,3,6762,15.5,7.1,12.3,0.3,1,Hybrid,2,2,4.2,7.9,7,4,8.4,TRUE,5.5,No
1793,33,Female,Single,Bachelors,Marketing,Marketing Specialist,3,7578,11.8,7.9,13,5.2,2,Hybrid,5.6,6,4,6.7,8.5,4,7,TRUE,6.4,No
1794,29,Female,Divorced,Bachelors,Engineering,Engineering Manager,3,7702,11,8,9,3.1,1,Hybrid,3.5,12,3.9,5.9,7,4,7.8,TRUE,2.5,No
1795,34,Female,Single,High School,Research & Development,Product Researcher,1,3258,15,0.4,5.2,0.4,1,Hybrid,5.7,6,3.6,8,5.3,4,7.9,TRUE,5,Yes
1796,40,Male,Married,Bachelors,Operations,Operations Manager,5,7055,11.9,10.6,14,1.1,1,Hybrid,9.4,24,5.4,8.7,6.2,3,8.4,FALSE,7.6,No
1797,39,Male,Married,Bachelors,Sales,Sales Manager,3,6624,10.6,6.2,9,2.1,0,Hybrid,6,18,2.5,6.8,6.1,3,8.5,FALSE,4.5,No
1798,32,Male,Single,PhD,Customer Support,Support Specialist,2,4294,16.8,3,8.9,0.7,1,Remote,8.9,8,5.7,8,5.8,4,10,FALSE,5.5,No
1799,32,Female,Single,Masters,Engineering,QA Engineer,1,5265,11.1,4.4,12,0,2,Onsite,6.9,2,5.3,6.2,5,3,7,FALSE,5.2,No
1800,35,Male,Single,High School,Sales,Sales Development Rep,2,5487,11.2,7.3,12.6,0.4,2,Hybrid,14.8,17,5.1,5.8,4.1,3,7.5,FALSE,2.6,No
1801,41,Male,Single,Bachelors,Operations,Operations Manager,3,7343,17.3,6.7,14.4,1.9,4,Remote,6.2,21,4.3,5.5,6.5,4,7,FALSE,3.5,No
1802,50,Male,Single,Masters,Operations,Operations Analyst,4,8772,8.9,8.7,19.4,3.6,3,Hybrid,2.6,20,3.1,7.1,7.6,5,8.4,TRUE,6,Yes
1803,43,Female,Married,Masters,Operations,Program Manager,4,8475,6.2,10.5,17,7.7,2,Hybrid,1.9,19,2.9,5.1,7.7,3,7.8,TRUE,2.4,No
1804,48,Male,Single,Bachelors,Sales,Sales Manager,5,10024,14.1,10.4,15.1,2.4,1,Hybrid,16.7,28,5,5.4,5,3,8.5,TRUE,6.5,No
1805,55,Female,Divorced,PhD,Engineering,QA Engineer,3,9674,3.6,10.5,18.2,5.1,3,Hybrid,5.1,7,5.3,5.5,6.4,3,9.4,TRUE,4,No
1806,37,Male,Divorced,High School,Sales,Account Executive,4,8425,5.4,6.6,13.9,2.1,4,Remote,8.8,25,5.6,5.1,6.5,4,7.9,TRUE,4.3,Yes
1807,33,Female,Married,Masters,Operations,Operations Manager,2,5335,9.2,8.3,13,4.5,3,Remote,4.5,24,4.3,6.4,6.6,4,10,FALSE,8.4,Yes
1808,46,Female,Single,Bachelors,Customer Support,Support Team Lead,4,6648,1.6,8.1,18.7,5.5,3,Onsite,3.4,7,4.8,5.9,7,4,9.1,TRUE,4.7,Yes
1809,39,Male,Single,Masters,Customer Support,Support Specialist,4,6791,16.3,5.6,11,2.9,2,Remote,18,9,6.4,5.9,4.6,4,6.9,FALSE,8.2,No
1810,53,Male,Married,High School,Research & Development,R&D Manager,5,10402,9.5,8.6,10.2,1.4,1,Onsite,3,5,4.2,7.3,6.7,3,7.4,FALSE,3.2,No
1811,21,Male,Single,Bachelors,Sales,Sales Manager,3,6761,11.1,0,1,0,2,Remote,8.3,26,6.3,5.4,5.7,4,6.6,FALSE,5.3,No
1812,32,Female,Married,Masters,Customer Support,Support Team Lead,2,3947,10,5,11.3,2.5,2,Remote,14.9,7,4.9,8.2,4.8,5,8.8,FALSE,9.4,No
1813,39,Prefer not to say,Single,Masters,Research & Development,Research Scientist,4,10792,14.5,9.6,14.4,0.7,1,Remote,2.1,5,3.2,7.3,7.8,4,10,FALSE,2.7,No
1814,21,Female,Married,Bachelors,Engineering,Software Engineer,2,4493,15.5,0,1,0,0,Hybrid,7.7,4,4.7,7.7,6.1,3,8,FALSE,5.4,No
1815,43,Non-binary,Single,Bachelors,Engineering,Data Engineer,2,5853,8.8,3.7,11,3.7,2,Remote,5.7,10,2,7.5,6,3,6.2,FALSE,6.1,No
1816,25,Male,Divorced,Masters,Engineering,Software Engineer,1,5403,14.9,0,5,0,1,Onsite,4.5,8,5,7.8,6.5,4,5.1,TRUE,4.9,No
1817,58,Male,Married,Masters,Operations,Operations Analyst,4,7317,12.9,12.9,18,1.6,3,Remote,1.1,19,2.6,5.1,7.8,4,8.5,TRUE,2.7,Yes
1818,29,Non-binary,Married,Masters,Customer Support,Customer Success Manager,2,4367,10.3,8,9,0.2,3,Remote,4.6,5,3.5,5.2,8,4,9.7,FALSE,6.5,No
1819,29,Male,Married,PhD,Engineering,QA Engineer,3,6875,17.2,6.7,8.4,1,1,Hybrid,8.2,5,2.8,8.3,5.5,4,7.8,TRUE,2.9,No
1820,28,Female,Divorced,Masters,Research & Development,Product Researcher,3,8693,9.9,5.8,7.6,3.4,1,Hybrid,3,7,1,6.2,7.6,4,8.2,FALSE,1.8,No
1821,35,Female,Married,Bachelors,Engineering,Engineering Manager,3,8048,10.9,7.2,9.1,3.5,0,Onsite,4.4,4,1.6,8.2,6.9,3,8.7,TRUE,1,No
1822,36,Female,Single,Masters,Operations,Operations Manager,4,6825,15.9,7.7,10.6,1.4,0,Remote,2.3,15,1.8,7.4,8.8,3,8.8,TRUE,4.7,No
1823,39,Female,Married,Masters,Engineering,QA Engineer,5,13053,12.6,9.8,18.3,3.7,2,Onsite,5.9,3,5.2,6.1,6.7,4,10,FALSE,2.9,Yes
1824,41,Male,Married,Bachelors,Operations,Operations Manager,3,5576,13.6,8.9,14.6,1.8,1,Remote,4.5,21,3.8,6.4,6.7,4,9,FALSE,5.6,No
1825,44,Male,Married,Bachelors,Engineering,Data Engineer,4,12340,15,13.4,20.6,0.6,1,Onsite,7.8,8,4.3,6.1,4.7,3,5.2,TRUE,4.6,No
1826,42,Female,Married,Masters,Finance,Financial Analyst,3,10718,15.9,9.9,22,0.7,5,Hybrid,4.5,4,4.8,7.5,6.7,3,9.2,FALSE,6.8,No
1827,29,Female,Single,Bachelors,Sales,Sales Development Rep,3,8313,11.8,5.4,9,1.3,1,Hybrid,5.1,17,4.3,4.4,5.8,3,9.6,FALSE,4.3,No
1828,54,Female,Single,Bachelors,Finance,Accountant,5,11524,6.4,9.8,21.7,5.5,5,Hybrid,2.8,6,4.2,5.7,7.1,3,6.3,FALSE,7.6,No
1829,36,Male,Single,Masters,Customer Support,Support Team Lead,4,6994,16.2,7.8,14.4,0,2,Hybrid,9.1,4,3.3,5.9,6.6,3,6.4,FALSE,5.5,No
1830,29,Male,Single,Masters,Sales,Sales Development Rep,3,5498,13.7,7.1,9,3.1,2,Hybrid,7.1,25,2.8,9.4,6.6,4,8.6,FALSE,4.2,No
1831,24,Male,Married,Masters,Research & Development,Research Scientist,1,3989,7.6,3,4,2.3,1,Remote,9,5,4.4,5.6,5.7,5,6.6,TRUE,4.8,Yes
1832,27,Female,Single,Bachelors,Marketing,Marketing Specialist,1,2859,10.7,6,7,1.7,4,Onsite,1.9,6,3.9,5.7,7.5,3,9.4,TRUE,4.2,No
1833,48,Male,Married,PhD,Sales,Sales Manager,3,7211,16.4,9.9,11.5,0.4,0,Onsite,7.2,37,3.6,8,5.3,4,6.9,TRUE,5.4,No
1834,44,Female,Single,Bachelors,Engineering,Data Engineer,5,14851,10.3,8.4,19.7,1.4,4,Hybrid,3.4,7,3,7.7,8.2,4,9.4,TRUE,3.8,No
1835,26,Female,Married,Masters,Engineering,Data Engineer,2,6749,6.4,5,6,3.6,5,Hybrid,1.2,3,3.1,8.2,7.7,4,9.3,TRUE,2.6,No
1836,51,Male,Single,Bachelors,Engineering,Engineering Manager,5,15647,8.9,9.6,19.2,2.3,3,Hybrid,5.8,2,3.7,6.7,5.7,3,10,TRUE,1,Yes
1837,29,Female,Married,Bachelors,Customer Support,Support Specialist,1,2385,7.9,1.9,9,1.9,4,Onsite,6.2,6,4.1,3.8,5.5,3,8.8,FALSE,10,Yes
1838,31,Male,Married,High School,Engineering,QA Engineer,1,4474,8.3,4.2,11,4.2,1,Hybrid,5.5,12,1.8,7.3,6.7,4,7.1,FALSE,4.2,No
1839,43,Male,Single,Bachelors,Finance,Finance Manager,4,9495,8.1,10.2,12.6,2.6,1,Remote,3.7,8,1.5,5.6,6.7,3,8.7,FALSE,6.4,No
1840,37,Male,Divorced,High School,Finance,Finance Manager,2,4788,15.4,2.6,11.2,0.2,4,Onsite,8.4,3,5.8,4.3,4.5,3,6.7,TRUE,4.9,Yes
1841,46,Female,Married,Bachelors,Finance,Accountant,2,6385,10.4,9.3,14.3,2.4,1,Onsite,6.3,6,4.9,4.6,6,3,6.6,FALSE,5.2,Yes
1842,33,Female,Married,Bachelors,Marketing,Marketing Specialist,3,5838,10.9,6.7,10.7,0,0,Hybrid,6.4,7,2.9,5.3,7.4,4,10,FALSE,5.1,No
1843,36,Male,Single,Bachelors,Engineering,Engineering Manager,3,8771,15.3,5.4,9.6,0.9,0,Onsite,4.4,10,4.9,5.8,6.3,3,8.5,TRUE,3.4,No
1844,46,Male,Single,Masters,Engineering,Engineering Manager,4,11066,7.6,8,16.4,1.7,4,Hybrid,2,4,2.3,6.7,7.4,3,7.7,TRUE,3.5,No
1845,41,Male,Divorced,Bachelors,Operations,Operations Analyst,2,6739,16.7,5.6,15.5,0.6,3,Remote,6.7,19,3.1,7.2,7.4,4,9.8,FALSE,5.1,Yes
1846,37,Female,Married,Masters,Customer Support,Support Specialist,2,4629,17,9,11.5,1.4,0,Onsite,6.9,6,4,8,4.5,4,8.5,TRUE,9.7,No
1847,25,Female,Divorced,Bachelors,Marketing,Growth Manager,2,6631,17.2,4,5,2.4,1,Remote,17.7,4,6.5,3.1,3.8,3,8.2,FALSE,7.5,No
1848,38,Male,Married,Bachelors,Sales,Sales Development Rep,1,4837,15.5,0,0,0,0,Remote,11,23,5.2,3.8,5.2,3,5.5,FALSE,7,No
1849,26,Female,Single,PhD,Customer Support,Customer Success Manager,3,4864,12.5,5,6,1.3,1,Hybrid,6.9,9,1.8,7.4,7,4,9.2,TRUE,4.6,No
1850,38,Female,Single,Bachelors,Engineering,QA Engineer,3,8020,16.1,4.3,9.7,1.6,1,Remote,7.7,5,5.1,5.9,5,4,8.1,TRUE,2.2,No
1851,36,Female,Married,Masters,Finance,Financial Analyst,5,10957,4.8,9.1,15.8,5.1,3,Onsite,8.5,4,6.2,6.1,5.4,4,8.2,FALSE,5.8,No
1852,46,Female,Married,PhD,Research & Development,Research Scientist,3,8068,12.9,7.3,11.9,1.7,1,Onsite,7.8,4,3.4,7.1,5.8,3,9.2,FALSE,4.6,Yes
1853,47,Male,Single,Masters,Sales,Sales Development Rep,4,7304,8.2,7.1,11.5,3,3,Hybrid,3.3,36,2.6,7.9,5.9,4,10,TRUE,5,No
1854,32,Female,Divorced,Masters,Sales,Sales Development Rep,2,4105,13.3,1.9,7.7,1.9,2,Onsite,4.9,28,3.6,5.6,6.9,3,8.7,TRUE,6.5,No
1855,33,Male,Married,PhD,Sales,Sales Development Rep,3,10324,11.2,5.3,13,1.4,7,Hybrid,9.6,25,4.7,5.8,4.1,4,7,FALSE,2.2,No
1856,30,Male,Married,Bachelors,Human Resources,HR Manager,2,3701,10.9,7.8,10,1.4,5,Remote,1.3,8,4.9,4.5,7.7,4,8.5,TRUE,3,Yes
1857,37,Male,Married,Masters,Customer Support,Support Team Lead,3,5810,9.5,1.9,6.4,1.9,1,Onsite,5.1,8,5.2,6.2,4,4,7.1,FALSE,6.8,No
1858,35,Male,Divorced,High School,Operations,Operations Manager,2,4281,14.6,5.7,13.5,0.7,2,Hybrid,16.4,30,4,7.5,4.8,3,9,FALSE,7.3,No
1859,49,Prefer not to say,Married,Bachelors,Sales,Sales Manager,3,6214,17.9,4.9,7.2,0.5,0,Hybrid,11.1,27,4.6,6.1,4.8,3,5.8,FALSE,6.2,No
1860,56,Male,Single,High School,Sales,Account Executive,4,6078,15.7,3.2,5.5,0.1,1,Hybrid,4.1,24,3.6,7.6,7.4,4,9.8,FALSE,3.4,No
1861,51,Male,Married,Masters,Finance,Finance Manager,4,9757,7.9,10.5,15.8,9.3,2,Hybrid,3.4,4,3.3,7.5,6.8,4,8.9,TRUE,5.4,No
1862,37,Male,Married,Bachelors,Finance,Financial Analyst,4,10307,9.9,14.9,17,5,1,Onsite,2,7,2.9,6.2,5.3,3,8.1,FALSE,5.2,No
1863,33,Male,Married,Bachelors,Engineering,Data Engineer,2,5660,13.6,5.6,11.6,1.4,2,Onsite,9.4,10,3,9.3,6.6,4,9.9,TRUE,5.3,No
1864,44,Female,Single,High School,Human Resources,HR Business Partner,5,8399,11,11.4,24,0.7,4,Hybrid,1.4,10,1,7,7.2,3,8.3,TRUE,4.8,No
1865,42,Female,Married,Masters,Operations,Operations Analyst,3,6937,15.5,8.6,17.8,1.2,2,Onsite,3.7,16,4.2,6.7,6.9,4,10,TRUE,3.6,No
1866,45,Female,Divorced,Bachelors,Engineering,Engineering Manager,5,16323,7.8,9.6,18.9,2.7,4,Hybrid,11.1,10,3.1,7.2,5.6,3,7.8,TRUE,3.3,No
1867,46,Female,Divorced,Masters,Operations,Operations Analyst,4,7969,14.2,6.2,12.9,0.9,2,Onsite,7.1,17,1,8,7.2,4,6.5,TRUE,5.2,No
1868,35,Female,Married,Masters,Engineering,Software Engineer,3,11109,8.7,8.3,13.3,4.5,1,Onsite,12.5,6,3.7,8,5.1,5,10,TRUE,4.5,No
1869,23,Female,Single,High School,Engineering,Software Engineer,1,3941,15.5,2,3,0.7,4,Onsite,4.6,5,4.2,5.6,7,4,7.6,FALSE,5.4,No
1870,44,Female,Married,Bachelors,Human Resources,HR Business Partner,2,4185,10.9,0,2.6,0,1,Hybrid,3.1,3,2.9,6.4,6.3,4,8.9,TRUE,5.8,No
1871,29,Female,Married,Masters,Operations,Program Manager,3,7456,8.4,8,9,0.4,5,Hybrid,2.3,25,4.2,5.3,7.6,4,9,TRUE,5.1,Yes
1872,28,Male,Married,Masters,Finance,Financial Analyst,2,4638,8.8,5.8,8,0.3,1,Remote,6.1,6,4,6.4,6.1,4,8,FALSE,7.6,No
1873,25,Male,Married,Masters,Finance,Finance Manager,2,4845,13.4,4,5,2.3,4,Hybrid,11.9,5,6.1,5.7,5.2,3,9,TRUE,7.9,No
1874,46,Male,Married,PhD,Engineering,Software Engineer,3,10032,11.2,9.7,16.1,3.9,2,Onsite,3.3,4,3,7.1,6.3,4,5.8,TRUE,3.1,No
1875,52,Male,Divorced,Masters,Human Resources,HR Manager,4,6690,10.4,11.6,17.7,3.8,1,Remote,17.7,5,5.8,5,5.1,4,9,FALSE,3.4,No
1876,41,Male,Married,Masters,Marketing,Marketing Specialist,4,11416,9.7,10.1,21,0.8,6,Hybrid,0.6,10,1.2,7.3,7.9,4,8.6,TRUE,7.9,No
1877,34,Male,Married,Bachelors,Engineering,Data Engineer,4,14075,10,13,14,1.4,3,Onsite,15.8,3,4.5,8.6,4.5,4,9.6,TRUE,3.2,No
1878,33,Female,Married,Bachelors,Operations,Operations Analyst,2,5199,11.6,6,8.3,2.3,0,Onsite,8.5,24,4,4,6.4,3,8.4,FALSE,5,No
1879,22,Female,Divorced,High School,Engineering,QA Engineer,2,6027,12.5,1,2,1,3,Hybrid,6.5,5,2.2,6.8,5.6,4,8.4,TRUE,1,No
1880,44,Female,Single,Bachelors,Marketing,Content Strategist,3,5506,9.1,7.3,18.7,1.9,5,Hybrid,0.5,7,1.9,8.1,7.1,4,8.5,TRUE,8.3,No
1881,24,Female,Single,Bachelors,Marketing,Growth Manager,2,4862,13.2,3,4,3,2,Onsite,2.4,4,4,6.2,6.9,3,8.1,TRUE,4.4,No
1882,50,Male,Married,Bachelors,Operations,Operations Manager,5,7996,8.2,9.9,14,1.4,0,Onsite,6.9,19,2.4,9.9,5.3,4,8.9,FALSE,4.8,No
1883,45,Female,Married,Bachelors,Customer Support,Customer Success Manager,5,7128,13.8,10.8,22.3,4.1,3,Remote,10.3,5,3.3,5.7,6,4,9.6,FALSE,7,No
1884,31,Male,Married,High School,Operations,Operations Manager,4,6294,13,6.3,11,1.9,2,Hybrid,5.8,21,3.6,8.9,7.5,3,8.3,FALSE,3.4,No
1885,43,Male,Single,Bachelors,Engineering,Software Engineer,2,5663,14.3,2.9,5.6,2.9,1,Hybrid,9.2,4,2.5,6.6,7.9,4,9.8,TRUE,3,No
1886,36,Female,Married,Bachelors,Engineering,QA Engineer,2,5541,5.2,3.1,15.5,1.5,3,Hybrid,12.9,7,5.8,5.5,5.2,3,9.3,TRUE,4,Yes
1887,26,Female,Single,PhD,Sales,Sales Development Rep,1,4445,12.2,2,4.9,1,1,Hybrid,5.8,19,3.1,7.1,6,4,7.8,FALSE,3.6,No
1888,49,Female,Single,PhD,Sales,Account Executive,4,9243,10.3,9.3,15.4,0.4,0,Onsite,17.1,26,7.7,5,5.3,3,9.7,FALSE,1,Yes
1889,46,Male,Married,Bachelors,Operations,Program Manager,5,8417,9.6,8.2,12.1,1.9,1,Hybrid,6.8,22,3.1,8.5,5.4,4,8.2,FALSE,1.5,No
1890,48,Male,Married,Masters,Human Resources,HR Manager,4,7551,13.2,9.4,16,3.8,1,Remote,11.4,4,3.2,5.9,6.2,3,7.4,TRUE,2.3,Yes
1891,31,Non-binary,Married,Masters,Marketing,Marketing Specialist,3,6280,12.4,9.8,11,1.6,0,Onsite,5.5,10,4.9,6.9,6.1,4,7.4,FALSE,6.3,No
1892,37,Male,Single,Masters,Finance,Accountant,2,7811,13.7,5.3,13.1,1,3,Hybrid,12,3,5.4,7.7,3.5,4,9.7,TRUE,10,No
1893,45,Male,Married,High School,Sales,Sales Manager,4,8946,13.8,6.1,12.8,5.3,3,Onsite,5.8,26,3.2,6.3,6.1,4,8,FALSE,1.6,No
1894,24,Male,Married,Bachelors,Customer Support,Support Specialist,1,2116,13.8,3,4,0.8,1,Hybrid,16.6,6,6,5.1,4.7,3,8.3,TRUE,5.3,No
1895,32,Female,Married,Masters,Operations,Operations Manager,2,5019,9.2,5.6,12,0,3,Onsite,10.2,18,4.7,6.4,6.1,5,8.4,TRUE,4.5,No
1896,40,Female,Married,Bachelors,Customer Support,Customer Success Manager,3,4997,15.4,10,13.7,0.8,0,Hybrid,2.7,8,4.1,7,7.3,3,8.6,TRUE,8.1,No
1897,48,Male,Single,Bachelors,Research & Development,R&D Manager,5,13984,11.4,12.9,18.2,2.8,1,Hybrid,13.2,6,5.5,5.7,3.7,3,8,FALSE,2.3,No
1898,42,Male,Married,PhD,Operations,Operations Manager,5,9369,18.1,10,15.7,0.4,1,Hybrid,14.2,26,6.6,5.8,3.8,3,6.3,TRUE,4.6,No
1899,47,Male,Married,Bachelors,Finance,Accountant,5,9741,14.7,11.1,12.7,4.3,1,Onsite,2.3,6,3.8,6.7,6.4,3,7.7,TRUE,5.9,Yes
1900,28,Female,Single,Bachelors,Operations,Operations Manager,3,5437,9.5,4.2,8,0.3,1,Onsite,6.3,26,2.8,7.4,6.5,4,9.2,TRUE,6.6,No
1901,45,Female,Married,Bachelors,Finance,Accountant,2,5231,8.6,3.9,10.5,2.2,1,Hybrid,14.3,7,4.2,4.8,4.1,2,7.9,TRUE,8.5,No
1902,25,Male,Married,Bachelors,Research & Development,Research Scientist,1,3595,12.3,1.2,5,0.8,4,Hybrid,2.3,7,3,6.1,6.8,4,7.6,TRUE,4.7,No
1903,28,Male,Married,Bachelors,Sales,Sales Manager,2,5132,14.9,5,8,2.1,1,Remote,6.6,22,4.3,4.9,6.2,2,5.9,TRUE,6.8,No
1904,36,Female,Married,Masters,Sales,Account Executive,3,8471,10.3,9.3,13.2,2,1,Hybrid,11.6,16,5.4,6.5,4.4,3,9.6,TRUE,5.8,No
1905,36,Female,Married,Masters,Engineering,Software Engineer,2,6691,13.4,9,11.5,1.6,0,Remote,0.5,6,1.5,6.5,7.9,3,6.6,FALSE,3,No
1906,43,Female,Single,Bachelors,Research & Development,R&D Manager,3,7708,11.6,3.8,11.8,1.9,2,Onsite,2.8,5,3,5.2,5.3,3,8.2,TRUE,3.9,Yes
1907,37,Male,Married,Masters,Engineering,Data Engineer,2,6095,9.1,2.7,7.2,2.7,1,Hybrid,1.9,7,4,5.1,5.6,3,9.2,TRUE,6.1,No
1908,46,Female,Single,PhD,Customer Support,Support Team Lead,3,6732,5.9,6.9,12.1,0.9,3,Hybrid,5,8,5.3,4.2,6.8,3,5.6,TRUE,5.6,Yes
1909,64,Male,Single,PhD,Sales,Account Executive,5,11601,9.8,9.6,16,1.9,3,Remote,4.7,31,2.5,6.1,8.7,4,7.6,TRUE,7.2,No
1910,32,Female,Married,Bachelors,Research & Development,R&D Manager,3,8749,7.1,7.8,9.6,4.6,1,Hybrid,16.9,3,7.8,2.3,2.3,3,6.7,FALSE,2.6,No
1911,41,Male,Divorced,Bachelors,Engineering,Software Engineer,1,4911,8.4,3.5,12.1,3.5,3,Hybrid,4.2,4,3.5,7.3,6.1,3,8.3,TRUE,2.8,No
1912,31,Male,Married,Bachelors,Engineering,Engineering Manager,3,10162,11.9,9.9,11,1.1,2,Hybrid,6.4,3,6.1,6.1,4.7,3,8.4,FALSE,1.8,Yes
1913,39,Male,Married,Bachelors,Customer Support,Customer Success Manager,3,4044,8.7,5,11.3,1.6,3,Onsite,8.1,6,3.8,5.9,6.2,3,9,TRUE,3.5,No
1914,30,Female,Married,Bachelors,Sales,Sales Manager,2,4947,8.5,7.6,10,0.6,6,Onsite,6.4,17,4.8,6.1,5.3,2,8.1,TRUE,1.9,Yes
1915,55,Female,Married,Masters,Marketing,Growth Manager,4,10211,15.1,12.9,21.4,1.6,2,Hybrid,12.2,6,4.2,5.5,5.4,3,8.2,TRUE,6.4,No
1916,51,Male,Single,Masters,Engineering,Engineering Manager,3,7827,12.7,9.9,17.9,1.5,3,Hybrid,9.5,7,4.3,6.1,6.6,3,7,TRUE,4.7,No
1917,25,Female,Single,Bachelors,Engineering,Data Engineer,1,3200,14.8,3.5,5,0.2,3,Remote,7.3,2,2.9,4.1,6.8,3,5.3,FALSE,7,Yes
1918,33,Female,Married,Bachelors,Customer Support,Customer Success Manager,3,4831,12.7,10.9,11.4,5.3,0,Hybrid,11.1,12,4.2,6.4,4,4,9.1,FALSE,4.4,No
1919,43,Male,Married,Masters,Finance,Financial Analyst,4,11479,12.5,15.5,21,1.2,2,Onsite,13.7,4,6.3,6,5.3,4,7.7,TRUE,4.2,No
1920,55,Male,Single,Bachelors,Operations,Operations Manager,5,10013,12.4,11.7,17,0.9,0,Hybrid,7.4,27,4.3,6.7,6.2,3,8.1,TRUE,5.7,No
1921,37,Female,Single,Bachelors,Sales,Account Executive,2,4545,12.1,7,13.4,0.9,2,Remote,2.5,29,2.6,8.5,7.7,4,8.5,TRUE,8,No
1922,37,Female,Single,Bachelors,Marketing,Marketing Specialist,2,4805,4.4,4.8,9.5,4.5,1,Hybrid,3.4,5,5.5,6.5,6.3,4,8.4,TRUE,8,Yes
1923,30,Female,Married,Masters,Customer Support,Support Team Lead,3,5759,7.5,5.6,10,0.4,1,Hybrid,10.3,4,4.3,6,5.8,4,8.6,FALSE,6.4,No
1924,52,Male,Divorced,PhD,Customer Support,Customer Success Manager,4,7263,5.8,9.5,16.8,7.9,2,Hybrid,6.1,7,3.6,7,6.6,3,8,FALSE,5.4,No
1925,38,Male,Single,Masters,Finance,Finance Manager,3,7524,12.5,0.5,2.4,0.5,0,Remote,1.9,5,2.7,8.8,8.7,3,9.5,TRUE,7.6,No
1926,31,Female,Single,Bachelors,Operations,Operations Analyst,2,4076,12,6.7,11,5,1,Hybrid,6.8,19,2.9,8.1,6.5,4,8.4,TRUE,3.7,No
1927,26,Female,Single,High School,Engineering,Software Engineer,2,4758,12,5,4.5,3.5,0,Onsite,9.5,6,3.4,6.5,5.2,4,8.2,TRUE,1.6,No
1928,23,Female,Single,Bachelors,Sales,Sales Manager,3,5795,11.4,2,3,1,4,Onsite,16,19,6.7,4.1,3.7,3,7.9,FALSE,5,No
1929,36,Female,Divorced,Bachelors,Human Resources,HR Business Partner,2,4716,10.4,6.5,14.7,0.2,3,Remote,10.9,6,5.7,5,5.3,4,7.6,TRUE,2.5,No
1930,31,Male,Single,PhD,Marketing,Content Strategist,4,8399,9.2,10,10.1,1.6,0,Hybrid,11.7,6,5.5,7.2,4.4,4,9.3,TRUE,6.2,Yes
1931,36,Male,Married,Masters,Sales,Sales Development Rep,3,6285,10.3,11.4,16,0.2,1,Onsite,8.4,15,5.6,4.8,5,3,8.8,TRUE,3.1,No
1932,44,Female,Single,Masters,Operations,Program Manager,3,6368,10.8,6.4,13.1,1.6,2,Onsite,1.1,18,4.4,3.1,8,4,8.8,TRUE,6.3,No
1933,43,Male,Married,Masters,Engineering,Data Engineer,5,11100,12.9,9.3,13.7,0.8,1,Remote,1.2,5,1,8.7,8.6,4,6.7,TRUE,2.7,No
1934,36,Male,Married,PhD,Customer Support,Support Specialist,2,5402,15.2,0,7.4,0,1,Hybrid,7.1,5,2.8,9.3,6.1,5,10,FALSE,5.2,No
1935,35,Female,Married,Masters,Engineering,QA Engineer,3,9204,12,7.6,11.5,2.1,1,Hybrid,12.9,2,4.5,6.2,5.5,4,8.9,TRUE,3.6,No
1936,41,Female,Single,Bachelors,Operations,Program Manager,4,6496,16.1,10.2,10.5,1,0,Hybrid,8.8,12,3.4,8.5,5.6,4,7.8,FALSE,3.3,No
1937,36,Female,Married,Masters,Marketing,Growth Manager,4,8077,12,9.7,16,1.7,1,Onsite,18,4,6.6,5.8,3.2,3,8.6,TRUE,4.5,No
1938,31,Female,Married,Bachelors,Operations,Operations Analyst,2,5106,12,8.1,11,2.1,2,Hybrid,3.5,20,2.9,7.7,6.6,4,8.1,TRUE,5.9,No
1939,39,Male,Married,High School,Sales,Account Executive,3,6145,9.2,5.9,7,1.1,1,Onsite,6,21,4.4,5.9,6.9,4,10,TRUE,5,No
1940,32,Female,Single,Bachelors,Sales,Sales Manager,2,7838,18.9,5.4,12,1.1,2,Onsite,9.3,30,3.5,7,5.4,4,8.3,TRUE,4.3,No
1941,43,Female,Married,Masters,Finance,Financial Analyst,4,8848,10.8,9.9,17.4,0.4,2,Hybrid,3.9,6,5.4,4.2,6.1,3,8.8,FALSE,6.5,No
1942,42,Male,Married,Bachelors,Research & Development,Product Researcher,3,9293,9.7,6,10,1.5,0,Onsite,8.2,7,5.5,7.4,4.9,3,8.2,TRUE,3.4,No
1943,57,Male,Single,Masters,Operations,Operations Manager,5,8921,15.2,16,22.1,3.7,0,Onsite,14.4,17,6.2,6.3,4.4,3,8.4,FALSE,4.1,No
1944,23,Male,Single,Masters,Engineering,Software Engineer,3,7509,6.2,2,3,2,0,Onsite,2.6,4,4.5,4.9,6.3,4,8.7,TRUE,3.5,Yes
