price_recorded_date,platform,product_category,model_name,condition,launch_price_usd,launch_price_inr,current_price_usd,current_price_inr,discount_pct,sale_event,stock_status,rating,reviews_count,year,month
2023-03-26,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1078.96,104498.0,10.0,No Sale Event,Out of Stock,4.7,1592,2023,3
2023-03-26,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,788.31,78276.0,1.3,No Sale Event,In Stock,4.9,1020,2023,3
2023-03-26,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,806.1,78260.7,-0.9,No Sale Event,In Stock,4.9,671,2023,3
2023-03-26,Amazon,iPhone,iPhone 14 128GB,New,799,78302,810.55,78736.3,-1.4,No Sale Event,In Stock,4.7,1064,2023,3
2023-03-26,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,1015.92,100691.0,-1.7,No Sale Event,In Stock,4.3,999,2023,3
2023-03-26,Flipkart,iPhone,iPhone 14 Pro 128GB,Renewed/Refurbished,999,97902,728.5,62205.0,27.1,No Sale Event,Low Stock,3.9,1079,2023,3
2023-03-27,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,330.39,32665.9,23.0,No Sale Event,In Stock,4.6,2122,2023,3
2023-03-27,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,333.36,32680.9,22.3,No Sale Event,In Stock,4.7,938,2023,3
2023-03-27,Flipkart,Watch,Apple Watch Ultra,Renewed/Refurbished,799,78302,589.46,51011.6,26.2,No Sale Event,In Stock,4.3,1007,2023,3
2023-03-27,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,1194.93,115243.0,0.3,No Sale Event,In Stock,4.5,537,2023,3
2023-03-27,Flipkart,Mac,MacBook Air M2 256GB,New,1199,117502,1206.57,120431.0,-0.6,No Sale Event,In Stock,4.3,703,2023,3
2023-03-27,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,1197.55,117417.0,0.1,No Sale Event,In Stock,4.4,497,2023,3
2023-03-27,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,32242,225.91,22292.9,31.3,No Sale Event,In Stock,4.6,2832,2023,3
2023-03-27,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,225.46,22251.3,31.5,No Sale Event,In Stock,4.8,1085,2023,3
2023-03-27,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,496.91,48128.0,17.0,No Sale Event,In Stock,4.6,1935,2023,3
2023-03-27,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,495.11,47899.7,17.3,No Sale Event,In Stock,4.3,1197,2023,3
2023-03-27,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,492.18,48028.2,17.8,No Sale Event,In Stock,4.7,1953,2023,3
2023-03-27,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,695.67,68059.8,12.9,No Sale Event,In Stock,4.9,1271,2023,3
2023-03-27,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1189.44,116010.0,0.8,No Sale Event,Low Stock,4.3,472,2023,3
2023-03-27,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1188.25,115878.0,0.9,No Sale Event,In Stock,4.5,548,2023,3
2023-03-27,Amazon,iPhone,iPhone 12 64GB,New,799,78302,606.23,60371.7,24.1,No Sale Event,In Stock,4.3,2183,2023,3
2023-03-27,Flipkart,iPhone,iPhone 13 128GB,Renewed/Refurbished,799,78302,544.15,46481.4,31.9,No Sale Event,In Stock,3.9,1315,2023,3
2023-03-27,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1080.53,106649.0,9.9,No Sale Event,In Stock,4.8,1262,2023,3
2023-03-27,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1078.15,103562.0,10.1,No Sale Event,In Stock,4.3,2880,2023,3
2023-03-27,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1077.68,105901.0,10.1,No Sale Event,In Stock,4.3,2323,2023,3
2023-03-27,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,791.11,77994.0,1.0,No Sale Event,Low Stock,4.7,949,2023,3
2023-03-27,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,1011.06,98258.2,-1.2,No Sale Event,Out of Stock,4.4,1074,2023,3
2023-03-27,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,980.76,96624.8,1.8,No Sale Event,In Stock,4.3,728,2023,3
2023-03-27,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,991.56,98543.5,0.7,No Sale Event,In Stock,4.3,964,2023,3
2023-03-27,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,987.83,97975.9,1.1,No Sale Event,In Stock,4.7,1060,2023,3
2023-03-28,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,259.18,25433.5,39.6,No Sale Event,In Stock,4.3,2221,2023,3
2023-03-28,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,332.27,32841.4,22.5,No Sale Event,In Stock,4.8,2024,2023,3
2023-03-28,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,421.68,41315.7,1.7,No Sale Event,In Stock,4.4,1005,2023,3
2023-03-28,Amazon,Watch,Apple Watch Series 8 (45mm),Renewed/Refurbished,429,42042,319.55,27202.2,25.5,No Sale Event,In Stock,4.3,954,2023,3
2023-03-28,Amazon,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,117502,982.18,83843.9,18.1,No Sale Event,In Stock,4.3,436,2023,3
2023-03-28,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,1193.66,116225.0,0.4,No Sale Event,In Stock,4.8,1238,2023,3
2023-03-28,Flipkart,Mac,MacBook Air M2 256GB,New,1199,117502,1198.29,119412.0,0.1,No Sale Event,In Stock,4.4,672,2023,3
2023-03-28,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,1208.93,116468.0,-0.8,No Sale Event,In Stock,4.7,1160,2023,3
2023-03-28,Amazon,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,117502,1005.94,85724.7,16.1,No Sale Event,In Stock,4.5,737,2023,3
2023-03-28,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,1215.22,120228.0,-1.4,No Sale Event,Low Stock,4.4,481,2023,3
2023-03-28,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1923.28,186002.0,3.8,No Sale Event,In Stock,4.6,1593,2023,3
2023-03-28,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1991.97,195809.0,0.4,No Sale Event,In Stock,4.5,388,2023,3
2023-03-28,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,Renewed/Refurbished,1999,195902,1643.62,138899.0,17.8,No Sale Event,In Stock,4.4,430,2023,3
2023-03-28,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,224.54,22134.5,31.8,No Sale Event,Out of Stock,4.4,1119,2023,3
2023-03-28,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,401.04,39622.4,33.0,No Sale Event,In Stock,4.8,1897,2023,3
2023-03-28,Amazon,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,281.55,23637.9,53.0,No Sale Event,In Stock,4.0,1951,2023,3
2023-03-28,Amazon,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,58702,405.35,34214.1,32.3,No Sale Event,In Stock,4.1,1962,2023,3
2023-03-28,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1215.65,120551.0,-1.4,No Sale Event,In Stock,4.8,287,2023,3
2023-03-28,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1181.26,113565.0,1.5,No Sale Event,In Stock,4.8,888,2023,3
2023-03-28,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,598.61,58475.6,25.1,No Sale Event,In Stock,4.9,3381,2023,3
2023-03-28,Flipkart,iPhone,iPhone 12 Pro 128GB,New,999,97902,786.44,76992.2,21.3,No Sale Event,In Stock,4.6,3447,2023,3
2023-03-28,Flipkart,iPhone,iPhone 13 128GB,Renewed/Refurbished,799,78302,582.49,50462.4,27.1,No Sale Event,In Stock,4.2,1505,2023,3
2023-03-28,Flipkart,iPhone,iPhone 14 Pro 128GB,New,999,97902,982.91,96620.5,1.6,No Sale Event,Out of Stock,4.3,660,2023,3
2023-03-29,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,203.14,17482.0,52.6,No Sale Event,In Stock,4.3,2037,2023,3
2023-03-29,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,258.43,25204.1,39.8,No Sale Event,Low Stock,4.7,2782,2023,3
2023-03-29,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,422.22,41812.8,1.6,No Sale Event,Low Stock,4.3,1032,2023,3
2023-03-29,Flipkart,Watch,Apple Watch Series 8 (45mm),Renewed/Refurbished,429,42042,340.84,28672.9,20.6,No Sale Event,In Stock,4.0,766,2023,3
2023-03-29,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1904.62,189842.0,4.7,No Sale Event,Low Stock,4.6,1385,2023,3
2023-03-29,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1895.13,182296.0,5.2,No Sale Event,In Stock,4.9,1346,2023,3
2023-03-29,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1927.38,185897.0,3.6,No Sale Event,Out of Stock,4.2,982,2023,3
2023-03-29,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1915.08,188815.0,4.2,No Sale Event,In Stock,4.8,2596,2023,3
2023-03-29,Flipkart,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1933.4,189085.0,3.3,No Sale Event,In Stock,4.8,856,2023,3
2023-03-29,Flipkart,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,2003.91,197854.0,-0.2,No Sale Event,In Stock,4.4,268,2023,3
2023-03-29,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,397.32,39418.6,33.7,No Sale Event,In Stock,4.2,2374,2023,3
2023-03-29,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,403.92,38944.7,32.6,No Sale Event,In Stock,4.7,3409,2023,3
2023-03-29,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,501.17,49789.7,16.3,No Sale Event,In Stock,4.7,1033,2023,3
2023-03-29,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,Renewed/Refurbished,799,78302,566.5,48829.3,29.1,No Sale Event,In Stock,4.4,1413,2023,3
2023-03-29,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1195.65,117925.0,0.3,No Sale Event,In Stock,4.7,584,2023,3
2023-03-29,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1186.01,114273.0,1.1,No Sale Event,Out of Stock,4.4,574,2023,3
2023-03-29,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,610.04,59574.0,23.6,No Sale Event,In Stock,4.5,1540,2023,3
2023-03-29,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,712.82,69531.2,10.8,No Sale Event,Low Stock,4.3,2548,2023,3
2023-03-29,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,707.74,68958.3,11.4,No Sale Event,In Stock,4.7,1797,2023,3
2023-03-29,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1096.08,108274.0,8.6,No Sale Event,In Stock,4.6,2198,2023,3
2023-03-29,Amazon,iPhone,iPhone 13 Pro Max 256GB,Renewed/Refurbished,1199,117502,822.87,69185.8,31.4,No Sale Event,Low Stock,4.4,3082,2023,3
2023-03-29,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,811.77,79985.6,-1.6,No Sale Event,In Stock,4.2,443,2023,3
2023-03-29,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,790.26,77244.9,1.1,No Sale Event,In Stock,4.4,607,2023,3
2023-03-29,Amazon,iPhone,iPhone 14 Pro 128GB,Renewed/Refurbished,999,97902,792.04,66751.4,20.7,No Sale Event,In Stock,4.1,900,2023,3
2023-03-29,Amazon,iPhone,iPhone 14 Pro 128GB,Renewed/Refurbished,999,97902,706.62,60884.4,29.3,No Sale Event,In Stock,4.5,987,2023,3
2023-03-29,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,986.24,95511.3,1.3,No Sale Event,Out of Stock,4.4,880,2023,3
2023-03-30,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,261.5,25630.4,39.0,No Sale Event,In Stock,4.2,3245,2023,3
2023-03-30,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,254.98,25071.1,40.6,No Sale Event,In Stock,4.6,3183,2023,3
2023-03-30,Amazon,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,179.26,15141.2,58.2,No Sale Event,Low Stock,4.4,5061,2023,3
2023-03-30,Amazon,Watch,Apple Watch Series 8 (45mm),Renewed/Refurbished,429,42042,366.5,31610.2,14.6,No Sale Event,In Stock,4.4,567,2023,3
2023-03-30,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,430.14,42681.8,-0.3,No Sale Event,Low Stock,4.8,764,2023,3
2023-03-30,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,436.56,43100.0,-1.8,No Sale Event,In Stock,4.6,495,2023,3
2023-03-30,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,424.76,42199.2,1.0,No Sale Event,In Stock,4.6,921,2023,3
2023-03-30,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,432.76,42113.3,-0.9,No Sale Event,In Stock,4.5,884,2023,3
2023-03-30,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,791.72,76433.0,20.7,No Sale Event,In Stock,4.8,4582,2023,3
2023-03-30,Amazon,Mac,MacBook Air M1 256GB,New,999,97902,811.2,79010.5,18.8,No Sale Event,In Stock,4.9,3216,2023,3
2023-03-30,Flipkart,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,117502,930.41,80591.9,22.4,No Sale Event,In Stock,4.3,963,2023,3
2023-03-30,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,1220.59,119845.0,-1.8,No Sale Event,In Stock,4.2,695,2023,3
2023-03-30,Amazon,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,117502,893.49,75216.1,25.5,No Sale Event,In Stock,4.4,444,2023,3
2023-03-30,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1929.57,188944.0,3.5,No Sale Event,In Stock,4.5,1613,2023,3
2023-03-30,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1863.74,183907.0,6.8,No Sale Event,In Stock,4.6,2150,2023,3
2023-03-30,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,226.25,22074.3,31.2,No Sale Event,In Stock,4.8,2344,2023,3
2023-03-30,Flipkart,iPad,iPad (9th Gen) 64GB,New,329,32242,228.15,21965.3,30.7,No Sale Event,In Stock,4.8,854,2023,3
2023-03-30,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,397.41,38673.0,33.7,No Sale Event,In Stock,4.3,3734,2023,3
2023-03-30,Flipkart,iPad,iPad Air (4th Gen) 64GB,Renewed/Refurbished,599,58702,319.14,27468.5,46.7,No Sale Event,In Stock,4.3,3741,2023,3
2023-03-30,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,493.95,49079.1,17.5,No Sale Event,In Stock,4.6,1926,2023,3
2023-03-30,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,495.53,48483.1,17.3,No Sale Event,In Stock,4.8,881,2023,3
2023-03-30,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,501.54,50008.9,16.3,No Sale Event,In Stock,4.7,1689,2023,3
2023-03-30,Flipkart,iPad,iPad Air (5th Gen) 64GB,New,599,58702,495.88,48051.9,17.2,No Sale Event,In Stock,4.9,751,2023,3
2023-03-30,Amazon,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,710.04,70027.0,11.1,No Sale Event,In Stock,4.3,1649,2023,3
2023-03-30,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1202.14,115648.0,-0.3,No Sale Event,In Stock,4.6,272,2023,3
2023-03-30,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,Renewed/Refurbished,1199,117502,909.87,76947.9,24.1,No Sale Event,In Stock,3.9,245,2023,3
2023-03-30,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1184.0,114247.0,1.3,No Sale Event,Out of Stock,4.8,606,2023,3
2023-03-30,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1176.42,117107.0,1.9,No Sale Event,In Stock,4.8,835,2023,3
2023-03-30,Amazon,iPhone,iPhone 13 128GB,New,799,78302,692.95,69099.7,13.3,No Sale Event,In Stock,4.4,1333,2023,3
2023-03-30,Amazon,iPhone,iPhone 13 128GB,New,799,78302,686.98,66240.3,14.0,No Sale Event,In Stock,4.4,2362,2023,3
2023-03-30,Flipkart,iPhone,iPhone 14 128GB,Renewed/Refurbished,799,78302,607.7,50897.1,23.9,No Sale Event,In Stock,3.9,703,2023,3
2023-03-30,Flipkart,iPhone,iPhone 14 128GB,New,799,78302,811.49,79304.4,-1.6,No Sale Event,In Stock,4.8,1047,2023,3
2023-03-30,Flipkart,iPhone,iPhone 14 Pro 128GB,Renewed/Refurbished,999,97902,780.56,67507.0,21.9,No Sale Event,In Stock,4.3,1128,2023,3
2023-03-30,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,1006.07,99274.5,-0.7,No Sale Event,In Stock,4.7,901,2023,3
2023-03-30,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,1015.13,101241.0,-1.6,No Sale Event,In Stock,4.2,568,2023,3
2023-03-31,Amazon,Watch,Apple Watch Series 6 (44mm),New,429,42042,255.37,24768.5,40.5,No Sale Event,Out of Stock,4.5,1488,2023,3
2023-03-31,Flipkart,Watch,Apple Watch Series 6 (44mm),Renewed/Refurbished,429,42042,192.82,16700.9,55.1,No Sale Event,Low Stock,4.2,4329,2023,3
2023-03-31,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,332.68,32475.4,22.5,No Sale Event,In Stock,4.8,2727,2023,3
2023-03-31,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,325.55,31362.3,24.1,No Sale Event,In Stock,4.8,1544,2023,3
2023-03-31,Flipkart,Watch,Apple Watch Series 7 (45mm),Renewed/Refurbished,429,42042,238.67,20140.1,44.4,No Sale Event,In Stock,4.2,886,2023,3
2023-03-31,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,428.54,42087.3,0.1,No Sale Event,In Stock,4.7,488,2023,3
2023-03-31,Amazon,Watch,Apple Watch Series 8 (45mm),New,429,42042,435.45,42704.5,-1.5,No Sale Event,In Stock,4.3,421,2023,3
2023-03-31,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,427.18,41195.8,0.4,No Sale Event,In Stock,4.4,590,2023,3
2023-03-31,Flipkart,Watch,Apple Watch Ultra,Renewed/Refurbished,799,78302,628.48,52877.6,21.3,No Sale Event,In Stock,4.4,331,2023,3
2023-03-31,Flipkart,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,97902,633.1,53594.3,36.6,No Sale Event,In Stock,4.1,2304,2023,3
2023-03-31,Amazon,Mac,MacBook Air M2 256GB,Renewed/Refurbished,1199,117502,926.49,79150.9,22.7,No Sale Event,In Stock,4.4,647,2023,3
2023-03-31,Amazon,Mac,MacBook Pro 14-inch M2 Pro 512GB,New,1999,195902,1965.82,193191.0,1.7,No Sale Event,In Stock,4.9,284,2023,3
2023-03-31,Flipkart,iPad,iPad Air (4th Gen) 64GB,New,599,58702,405.7,39939.0,32.3,No Sale Event,In Stock,4.4,2138,2023,3
2023-03-31,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,492.07,48669.8,17.9,No Sale Event,In Stock,4.6,854,2023,3
2023-03-31,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,495.7,48643.9,17.2,No Sale Event,In Stock,4.3,539,2023,3
2023-03-31,Flipkart,iPad,iPad Pro 11-inch (M1) 128GB,New,799,78302,690.59,68387.9,13.6,No Sale Event,Out of Stock,4.8,1269,2023,3
2023-03-31,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1213.17,116649.0,-1.2,No Sale Event,In Stock,4.8,824,2023,3
2023-03-31,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,Renewed/Refurbished,1199,117502,894.79,77543.3,25.4,No Sale Event,In Stock,4.2,669,2023,3
2023-03-31,Amazon,iPhone,iPhone 12 64GB,New,799,78302,598.99,57634.1,25.0,No Sale Event,Low Stock,4.7,3268,2023,3
2023-03-31,Amazon,iPhone,iPhone 12 64GB,New,799,78302,595.49,59447.4,25.5,No Sale Event,In Stock,4.4,4009,2023,3
2023-03-31,Flipkart,iPhone,iPhone 12 64GB,New,799,78302,598.33,58995.3,25.1,No Sale Event,In Stock,4.6,2555,2023,3
2023-03-31,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,799.86,77538.5,19.9,No Sale Event,In Stock,4.7,1820,2023,3
2023-03-31,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,805.0,77549.4,19.4,No Sale Event,In Stock,4.3,4090,2023,3
2023-03-31,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,706.05,69508.6,11.6,No Sale Event,Low Stock,4.2,3019,2023,3
2023-03-31,Amazon,iPhone,iPhone 13 128GB,New,799,78302,694.3,68413.0,13.1,No Sale Event,In Stock,4.8,1880,2023,3
2023-03-31,Amazon,iPhone,iPhone 13 Pro Max 256GB,Renewed/Refurbished,1199,117502,789.0,68334.6,34.2,No Sale Event,In Stock,4.1,1948,2023,3
2023-03-31,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1103.49,107710.0,8.0,No Sale Event,In Stock,4.4,2525,2023,3
2023-03-31,Amazon,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1095.76,105276.0,8.6,No Sale Event,In Stock,4.2,2919,2023,3
2023-03-31,Amazon,iPhone,iPhone 14 128GB,New,799,78302,808.51,79179.1,-1.2,No Sale Event,In Stock,4.5,779,2023,3
2023-03-31,Amazon,iPhone,iPhone 14 128GB,Renewed/Refurbished,799,78302,613.91,52724.3,23.2,No Sale Event,In Stock,4.2,924,2023,3
2023-03-31,Amazon,iPhone,iPhone 14 128GB,New,799,78302,803.93,78675.4,-0.6,No Sale Event,Out of Stock,4.3,900,2023,3
2023-03-31,Amazon,iPhone,iPhone 14 Pro 128GB,New,999,97902,997.04,96606.0,0.2,No Sale Event,In Stock,4.6,776,2023,3
2023-04-01,Flipkart,Watch,Apple Watch Series 6 (44mm),New,429,42042,259.92,25191.0,39.4,No Sale Event,In Stock,4.4,1746,2023,4
2023-04-01,Flipkart,Watch,Apple Watch Series 7 (45mm),New,429,42042,334.96,32944.2,21.9,No Sale Event,In Stock,4.8,2664,2023,4
2023-04-01,Amazon,Watch,Apple Watch Series 7 (45mm),New,429,42042,330.74,31813.9,22.9,No Sale Event,In Stock,4.8,2317,2023,4
2023-04-01,Flipkart,Watch,Apple Watch Series 8 (45mm),New,429,42042,428.72,41664.7,0.1,No Sale Event,In Stock,4.4,794,2023,4
2023-04-01,Amazon,Watch,Apple Watch Ultra,New,799,78302,802.19,79705.9,-0.4,No Sale Event,In Stock,4.7,367,2023,4
2023-04-01,Flipkart,Watch,Apple Watch Ultra,New,799,78302,801.12,77096.3,-0.3,No Sale Event,In Stock,4.8,608,2023,4
2023-04-01,Flipkart,Watch,Apple Watch Ultra,New,799,78302,805.46,80335.6,-0.8,No Sale Event,In Stock,4.3,353,2023,4
2023-04-01,Flipkart,Watch,Apple Watch Ultra,Renewed/Refurbished,799,78302,588.93,50161.0,26.3,No Sale Event,In Stock,3.9,936,2023,4
2023-04-01,Flipkart,Mac,MacBook Air M1 256GB,New,999,97902,803.21,78440.2,19.6,No Sale Event,In Stock,4.9,3345,2023,4
2023-04-01,Flipkart,Mac,MacBook Air M1 256GB,Renewed/Refurbished,999,97902,667.73,56144.3,33.2,No Sale Event,Out of Stock,3.8,1593,2023,4
2023-04-01,Flipkart,Mac,MacBook Air M2 256GB,New,1199,117502,1177.21,115197.0,1.8,No Sale Event,Out of Stock,4.6,1489,2023,4
2023-04-01,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,1215.9,117371.0,-1.4,No Sale Event,In Stock,4.6,1039,2023,4
2023-04-01,Amazon,Mac,MacBook Air M2 256GB,New,1199,117502,1207.8,119621.0,-0.7,No Sale Event,In Stock,4.3,908,2023,4
2023-04-01,Amazon,Mac,MacBook Pro 14-inch M1 Pro 512GB,New,1999,195902,1906.93,187681.0,4.6,No Sale Event,In Stock,4.6,2436,2023,4
2023-04-01,Flipkart,iPad,iPad (9th Gen) 64GB,Renewed/Refurbished,329,32242,177.29,15177.2,46.1,No Sale Event,In Stock,4.2,832,2023,4
2023-04-01,Amazon,iPad,iPad (9th Gen) 64GB,New,329,32242,225.79,21927.1,31.4,No Sale Event,In Stock,4.7,2807,2023,4
2023-04-01,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,404.78,39382.9,32.4,No Sale Event,In Stock,4.6,2489,2023,4
2023-04-01,Amazon,iPad,iPad Air (4th Gen) 64GB,New,599,58702,405.28,39761.1,32.3,No Sale Event,In Stock,4.9,4638,2023,4
2023-04-01,Amazon,iPad,iPad Air (5th Gen) 64GB,New,599,58702,490.58,47270.1,18.1,No Sale Event,In Stock,4.3,1412,2023,4
2023-04-01,Amazon,iPad,iPad Air (5th Gen) 64GB,Renewed/Refurbished,599,58702,417.46,35045.7,30.3,No Sale Event,Out of Stock,3.8,1504,2023,4
2023-04-01,Flipkart,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1200.74,118341.0,-0.1,No Sale Event,In Stock,4.3,494,2023,4
2023-04-01,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1198.62,115647.0,0.0,No Sale Event,In Stock,4.9,670,2023,4
2023-04-01,Amazon,iPad,iPad Pro 12.9-inch (M2) 256GB,New,1199,117502,1198.53,118621.0,0.0,No Sale Event,In Stock,4.7,385,2023,4
2023-04-01,Amazon,iPhone,iPhone 12 64GB,New,799,78302,587.48,57303.1,26.5,No Sale Event,In Stock,4.2,1778,2023,4
2023-04-01,Amazon,iPhone,iPhone 12 Pro 128GB,New,999,97902,793.56,78952.9,20.6,No Sale Event,In Stock,4.3,1448,2023,4
2023-04-01,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,708.79,68916.2,11.3,No Sale Event,In Stock,4.4,1061,2023,4
2023-04-01,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,693.93,67932.2,13.1,No Sale Event,Out of Stock,4.3,1530,2023,4
2023-04-01,Flipkart,iPhone,iPhone 13 128GB,New,799,78302,702.54,68236.0,12.1,No Sale Event,In Stock,4.5,2455,2023,4
2023-04-01,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1109.24,109756.0,7.5,No Sale Event,In Stock,4.3,1311,2023,4
2023-04-01,Flipkart,iPhone,iPhone 13 Pro Max 256GB,New,1199,117502,1083.97,106882.0,9.6,No Sale Event,In Stock,4.5,1986,2023,4
