order_id,order_date,order_month,order_quarter,order_year,customer_id,gender,age,city,state,membership_tier,product_id,product_name,category,sub_category,brand,color,size,mrp,discount_percent,selling_price,quantity,total_amount,payment_mode,order_channel,order_status,delivery_days,rating
MYN101795,2023-05-18,May,Q2,2023,CUST01310,Male,20,Bhopal,Madhya Pradesh,Non-Member,P52216,W Formal Trousers,Women,Bottomwear,W,Yellow,M,1929.0,30,1350.3,1,1350.3,UPI,Mobile App,Returned,5,4.0
MYN101796,2025-04-12,April,Q2,2025,CUST00515,Female,24,Patna,Bihar,Insider Gold,P89962,Lakme Solid Perfume,Beauty,Fragrance,Lakme,Red,S,2359.0,0,2359.0,1,2359.0,UPI,Website,Delivered,7,2.0
MYN101797,2023-09-03,September,Q3,2023,CUST01510,Male,23,Kolkata,West Bengal,Insider,P81001,Mothercare Graphic Dupatta Set,Kids,Ethnic Wear,Mothercare,Black,XL,3659.0,10,3293.1,1,3293.1,Myntra Wallet,Mobile App,Delivered,8,3.0
MYN101798,2025-08-18,August,Q3,2025,CUST01333,Male,17,Guwahati,Assam,Non-Member,P72402,Allen Solly Junior Oversized Toy Set,Kids,Toys,Allen Solly Junior,Red,L,5169.0,30,3618.3,1,3618.3,UPI,Mobile App,Delivered,9,5.0
MYN101799,2023-01-23,January,Q1,2023,CUST01792,Female,44,Indore,Madhya Pradesh,Non-Member,P96159,Lakme Embroidered Body Mist,Beauty,Fragrance,Lakme,Maroon,L,1339.0,30,937.3,2,1874.6,Net Banking,Mobile Web,Delivered,2,4.0
MYN101800,2024-01-08,January,Q1,2024,CUST01818,Female,45,Chennai,Tamil Nadu,Insider,P13565,US Polo Kids Checked Toy Set,Kids,Toys,US Polo Kids,Navy,XS,409.0,40,245.4,1,245.4,Credit Card,Mobile App,Delivered,4,5.0
MYN101801,2024-02-21,February,Q1,2024,CUST01581,Male,52,Coimbatore,Tamil Nadu,Non-Member,P56036,US Polo Assn Relaxed Fit Sneakers,Men,Footwear,US Polo Assn,Grey,9,999.0,40,599.4,1,599.4,UPI,Mobile App,Cancelled,9,4.0
MYN101802,2024-10-07,October,Q4,2024,CUST00371,Female,25,Kolkata,West Bengal,Insider,P14495,Allen Solly Junior Graphic Puzzle,Kids,Toys,Allen Solly Junior,Yellow,XXL,3159.0,0,3159.0,1,3159.0,Net Banking,Mobile App,Cancelled,5,4.0
MYN101803,2023-02-19,February,Q1,2023,CUST01606,Male,36,Chandigarh,Chandigarh,Non-Member,P38432,Zara Floral Necklace Set,Women,Jewellery,Zara,Multicolor,XL,5699.0,0,5699.0,1,5699.0,UPI,Mobile App,Delivered,7,4.0
MYN101804,2024-01-11,January,Q1,2024,CUST01837,Male,36,Chennai,Tamil Nadu,Insider,P51624,Levis Regular Fit Watch,Men,Accessories,Levis,Grey,XL,1689.0,40,1013.4,1,1013.4,Cash on Delivery,Mobile App,Delivered,9,4.0
MYN101805,2025-05-22,May,Q2,2025,CUST02281,Female,26,Delhi,Delhi,Insider,P21071,Mamaearth Striped Foundation,Beauty,Makeup,Mamaearth,Red,L,399.0,20,319.2,1,319.2,Debit Card,Mobile App,Cancelled,5,4.0
MYN101806,2024-02-12,February,Q1,2024,CUST02174,Female,29,Delhi,Delhi,Insider,P65712,US Polo Assn Solid Dupatta Set,Men,Ethnic Wear,US Polo Assn,Orange,XL,7499.0,30,5249.3,1,5249.3,Credit Card,Mobile App,Delivered,8,4.0
MYN101807,2025-06-24,June,Q2,2025,CUST01970,Female,25,Kolkata,West Bengal,Insider,P41917,AND Oversized Nightsuit,Women,Lingerie,AND,Purple,M,1969.0,0,1969.0,1,1969.0,Cash on Delivery,Mobile Web,Delivered,9,5.0
MYN101808,2024-08-20,August,Q3,2024,CUST00733,Male,41,Patna,Bihar,Insider,P52642,Roadster Casual Skirt,Women,Bottomwear,Roadster,Yellow,L,1169.0,30,818.3,1,818.3,Cash on Delivery,Mobile App,Delivered,7,5.0
MYN101809,2023-08-28,August,Q3,2023,CUST01181,Male,21,Kolkata,West Bengal,Insider,P17768,Adidas Casual Sneakers,Footwear,Casual Shoes,Adidas,Orange,9,4499.0,20,3599.2,1,3599.2,Credit Card,Mobile App,Delivered,8,3.0
MYN101810,2025-06-21,June,Q2,2025,CUST00470,Male,43,Chennai,Tamil Nadu,Non-Member,P67242,Van Heusen Formal Boxers Pack,Men,Innerwear,Van Heusen,White,S,3999.0,0,3999.0,1,3999.0,UPI,Website,Delivered,7,5.0
MYN101811,2023-03-18,March,Q1,2023,CUST01233,Female,19,Delhi,Delhi,Insider,P72594,Levis Graphic Briefs Pack,Men,Innerwear,Levis,Black,L,5289.0,60,2115.6,1,2115.6,Credit Card,Website,Cancelled,8,4.0
MYN101812,2023-10-14,October,Q4,2023,CUST01361,Male,37,Visakhapatnam,Andhra Pradesh,Non-Member,P95906,Roadster Solid Camisole,Women,Lingerie,Roadster,Grey,S,3519.0,30,2463.3,1,2463.3,Credit Card,Mobile App,Delivered,4,3.0
MYN101813,2025-04-13,April,Q2,2025,CUST01985,Male,39,Coimbatore,Tamil Nadu,Non-Member,P18470,Puma Casual Briefs Pack,Men,Innerwear,Puma,Orange,M,5279.0,10,4751.1,1,4751.1,Net Banking,Mobile App,Delivered,8,5.0
MYN101814,2023-12-06,December,Q4,2023,CUST00143,Male,38,Ahmedabad,Gujarat,Non-Member,P82107,Roadster Relaxed Fit Joggers,Men,Bottomwear,Roadster,Multicolor,XL,4859.0,30,3401.3,1,3401.3,UPI,Mobile App,Delivered,7,5.0
MYN101815,2025-03-26,March,Q1,2025,CUST01793,Male,32,Kolkata,West Bengal,Non-Member,P75249,Louis Philippe Regular Fit Hoodie,Men,Winterwear,Louis Philippe,Multicolor,XS,5739.0,50,2869.5,3,8608.5,Myntra Wallet,Mobile App,Returned,8,4.0
MYN101816,2025-02-19,February,Q1,2025,CUST00073,Male,39,Lucknow,Uttar Pradesh,Insider,P24232,US Polo Assn Checked Vest Pack,Men,Innerwear,US Polo Assn,Navy,S,3439.0,30,2407.3,1,2407.3,Credit Card,Mobile App,Returned,6,4.0
MYN101817,2025-07-15,July,Q3,2025,CUST00629,Male,47,Guwahati,Assam,Non-Member,P38709,Vero Moda Casual Saree,Women,Ethnic Wear,Vero Moda,Grey,XS,1729.0,30,1210.3,1,1210.3,UPI,Website,Returned,8,4.0
MYN101818,2025-07-13,July,Q3,2025,CUST02393,Female,28,Coimbatore,Tamil Nadu,Non-Member,P57691,Biba Striped Necklace Set,Women,Jewellery,Biba,Black,XL,649.0,60,259.6,1,259.6,Credit Card,Mobile App,Delivered,3,3.0
MYN101819,2025-05-04,May,Q2,2025,CUST02032,Male,18,Bhopal,Madhya Pradesh,Insider,P60155,Roadster Printed Lehenga,Men,Ethnic Wear,Roadster,Multicolor,XS,2719.0,20,2175.2,1,2175.2,UPI,Website,Delivered,7,5.0
MYN101820,2023-08-23,August,Q3,2023,CUST01762,Male,47,Mumbai,Maharashtra,Insider,P64275,Levis Oversized Boots,Men,Footwear,Levis,Purple,10,1939.0,30,1357.3,1,1357.3,Myntra Wallet,Mobile App,Cancelled,5,4.0
MYN101821,2025-03-14,March,Q1,2025,CUST01042,Female,54,Bengaluru,Karnataka,Insider,P89028,US Polo Kids Slim Fit Saree,Kids,Ethnic Wear,US Polo Kids,Red,XL,6629.0,40,3977.4,1,3977.4,Cash on Delivery,Mobile App,Delivered,7,4.0
MYN101822,2023-12-15,December,Q4,2023,CUST01708,Female,47,Patna,Bihar,Insider,P98588,Louis Philippe Graphic Cap,Men,Accessories,Louis Philippe,White,M,2799.0,20,2239.2,1,2239.2,Net Banking,Mobile App,Delivered,8,5.0
MYN101823,2025-01-07,January,Q1,2025,CUST01447,Male,35,Bhopal,Madhya Pradesh,Insider,P29980,H&M Formal Trousers,Women,Bottomwear,H&M,Multicolor,XS,1489.0,20,1191.2,2,2382.4,UPI,Website,Delivered,7,5.0
MYN101824,2025-11-11,November,Q4,2025,CUST00543,Female,27,Chennai,Tamil Nadu,Non-Member,P10868,Spaces Casual Storage Container Set,Home & Living,Kitchen,Spaces,Pink,L,4099.0,50,2049.5,1,2049.5,Net Banking,Mobile App,Delivered,6,5.0
MYN101825,2025-12-20,December,Q4,2025,CUST00641,Male,35,Ahmedabad,Gujarat,Insider,P50219,Only Solid Sandals,Women,Footwear,Only,Black,11,4089.0,60,1635.6,1,1635.6,Cash on Delivery,Mobile App,Delivered,3,5.0
MYN101826,2025-11-03,November,Q4,2025,CUST01014,Male,40,Delhi,Delhi,Insider,P66301,Levis Embroidered Sherwani,Men,Ethnic Wear,Levis,Beige,M,3939.0,60,1575.6,1,1575.6,Debit Card,Website,Returned,3,4.0
MYN101827,2025-09-28,September,Q3,2025,CUST02202,Male,40,Visakhapatnam,Andhra Pradesh,Insider,P47949,Adidas Checked Oxford Shoes,Footwear,Formal Shoes,Adidas,Green,10,3789.0,10,3410.1,1,3410.1,Net Banking,Mobile Web,Delivered,7,3.0
MYN101828,2024-01-18,January,Q1,2024,CUST01652,Female,51,Indore,Madhya Pradesh,Insider,P62997,Roadster Solid Jacket,Women,Winterwear,Roadster,Navy,L,5429.0,50,2714.5,1,2714.5,UPI,Mobile Web,Delivered,2,3.0
MYN101829,2025-12-29,December,Q4,2025,CUST00846,Female,21,Indore,Madhya Pradesh,Non-Member,P54766,Portico Slim Fit Rug,Home & Living,Furnishing,Portico,Red,M,479.0,20,383.2,1,383.2,UPI,Mobile App,Delivered,5,1.0
MYN101830,2023-04-30,April,Q2,2023,CUST00393,Female,20,Hyderabad,Telangana,Non-Member,P80851,Only Striped Shorts,Women,Bottomwear,Only,Multicolor,XS,1209.0,30,846.3,1,846.3,Cash on Delivery,Mobile App,Delivered,3,4.0
MYN101831,2023-07-13,July,Q3,2023,CUST02518,Female,22,Bengaluru,Karnataka,Insider,P56348,Gini and Jony Regular Fit Sneakers,Kids,Footwear,Gini and Jony,Green,11,5409.0,60,2163.6,1,2163.6,Debit Card,Mobile App,Delivered,7,5.0
MYN101832,2024-08-16,August,Q3,2024,CUST00346,Female,35,Jaipur,Rajasthan,Insider Gold,P65081,H&M Floral Kurta Set,Men,Ethnic Wear,H&M,Multicolor,S,2509.0,30,1756.3,1,1756.3,UPI,Mobile Web,Delivered,8,4.0
MYN101833,2025-05-22,May,Q2,2025,CUST00588,Male,19,Mumbai,Maharashtra,Insider,P23731,Zara Casual Earrings,Women,Jewellery,Zara,Navy,XL,5969.0,10,5372.1,2,10744.2,Myntra Wallet,Mobile App,Cancelled,3,4.0
MYN101834,2023-02-06,February,Q1,2023,CUST01704,Male,37,Pune,Maharashtra,Insider Gold,P52346,US Polo Assn Regular Fit T-Shirt,Men,Topwear,US Polo Assn,Multicolor,L,5119.0,60,2047.6,1,2047.6,UPI,Mobile App,Delivered,8,5.0
MYN101835,2023-07-10,July,Q3,2023,CUST02506,Female,21,Bengaluru,Karnataka,Insider,P61859,Zara Floral Nightsuit,Women,Lingerie,Zara,Grey,M,589.0,50,294.5,1,294.5,Debit Card,Mobile Web,Cancelled,8,4.0
MYN101836,2024-02-09,February,Q1,2024,CUST00466,Male,41,Patna,Bihar,Insider Gold,P17066,H&M Solid Necklace Set,Women,Jewellery,H&M,Yellow,XXL,5859.0,10,5273.1,2,10546.2,UPI,Mobile Web,Delivered,2,5.0
MYN101837,2025-11-17,November,Q4,2025,CUST00214,Female,44,Indore,Madhya Pradesh,Insider,P15185,Zara Oversized Sunglasses,Women,Accessories,Zara,Beige,XS,3909.0,20,3127.2,1,3127.2,Cash on Delivery,Mobile App,Delivered,7,4.0
MYN101838,2024-02-29,February,Q1,2024,CUST02170,Male,30,Mumbai,Maharashtra,Non-Member,P39938,Gini and Jony Embroidered Shirt,Kids,Topwear,Gini and Jony,Yellow,XS,5379.0,10,4841.1,1,4841.1,UPI,Website,Delivered,4,1.0
MYN101839,2025-01-23,January,Q1,2025,CUST01344,Male,54,Bhopal,Madhya Pradesh,Non-Member,P98600,US Polo Assn Graphic Jacket,Men,Topwear,US Polo Assn,Red,XL,4209.0,20,3367.2,1,3367.2,UPI,Mobile App,Delivered,6,3.0
MYN101840,2024-07-06,July,Q3,2024,CUST01479,Female,34,Kolkata,West Bengal,Insider,P72331,Allen Solly Junior Slim Fit Kurta Set,Kids,Ethnic Wear,Allen Solly Junior,Multicolor,XXL,6789.0,60,2715.6,1,2715.6,UPI,Mobile App,Delivered,8,4.0
MYN101841,2025-10-06,October,Q4,2025,CUST01959,Female,33,Bengaluru,Karnataka,Non-Member,P94977,L'Oreal Casual Hair Oil,Beauty,Haircare,L'Oreal,Black,M,2109.0,30,1476.3,1,1476.3,UPI,Mobile App,Returned,7,4.0
MYN101842,2023-06-09,June,Q2,2023,CUST01904,Male,34,Nagpur,Maharashtra,Non-Member,P34678,Woodland Relaxed Fit Flip Flops,Footwear,Flip Flops,Woodland,White,9,4809.0,10,4328.1,1,4328.1,Cash on Delivery,Website,Pending,5,4.0
MYN101843,2023-04-10,April,Q2,2023,CUST00010,Male,45,Coimbatore,Tamil Nadu,Insider,P59120,H&M Oversized Kurta Set,Women,Ethnic Wear,H&M,Navy,L,4989.0,20,3991.2,1,3991.2,Credit Card,Mobile Web,Delivered,3,4.0
MYN101844,2024-07-19,July,Q3,2024,CUST00856,Male,41,Delhi,Delhi,Insider Gold,P60229,Only Printed Shirt,Women,Topwear,Only,Black,XXL,3539.0,10,3185.1,3,9555.3,Cash on Delivery,Mobile Web,Delivered,4,5.0
MYN101845,2024-08-27,August,Q3,2024,CUST01553,Male,16,Mumbai,Maharashtra,Insider,P11022,Levis Regular Fit Shirt,Men,Topwear,Levis,White,L,799.0,40,479.4,1,479.4,Credit Card,Mobile App,Delivered,7,3.0
MYN101846,2025-06-22,June,Q2,2025,CUST02473,Female,45,Coimbatore,Tamil Nadu,Non-Member,P19647,Mothercare Floral Toy Set,Kids,Toys,Mothercare,Maroon,XXL,379.0,30,265.3,1,265.3,Net Banking,Mobile App,Delivered,5,5.0
MYN101847,2024-01-16,January,Q1,2024,CUST02450,Female,33,Chennai,Tamil Nadu,Insider,P33870,Only Casual Earrings,Women,Jewellery,Only,Green,XS,1679.0,0,1679.0,1,1679.0,Credit Card,Mobile App,Delivered,8,5.0
MYN101848,2025-01-22,January,Q1,2025,CUST01735,Female,33,Mumbai,Maharashtra,Non-Member,P68425,Levis Casual Sandals,Men,Footwear,Levis,Beige,9,1949.0,20,1559.2,1,1559.2,UPI,Mobile App,Delivered,9,3.0
MYN101849,2025-12-09,December,Q4,2025,CUST02557,Female,42,Bhopal,Madhya Pradesh,Insider,P61611,Campus Printed Derby Shoes,Footwear,Formal Shoes,Campus,White,8,3309.0,50,1654.5,1,1654.5,Credit Card,Mobile Web,Delivered,3,5.0
MYN101850,2025-10-22,October,Q4,2025,CUST00434,Female,26,Kolkata,West Bengal,Non-Member,P31296,Vero Moda Striped Jeans,Women,Bottomwear,Vero Moda,Purple,M,969.0,20,775.2,1,775.2,Myntra Wallet,Mobile Web,Returned,6,4.0
MYN101851,2023-01-02,January,Q1,2023,CUST01801,Female,45,Indore,Madhya Pradesh,Insider,P71598,Puma Regular Fit Vest Pack,Men,Innerwear,Puma,Multicolor,XXL,1809.0,60,723.6,2,1447.2,Credit Card,Mobile Web,Delivered,8,5.0
MYN101852,2025-04-05,April,Q2,2025,CUST00220,Male,45,Coimbatore,Tamil Nadu,Insider,P10975,Roadster Striped Earrings,Women,Jewellery,Roadster,White,XXL,5899.0,10,5309.1,2,10618.2,Credit Card,Mobile App,Delivered,3,2.0
MYN101853,2023-06-29,June,Q2,2023,CUST00465,Female,47,Lucknow,Uttar Pradesh,Insider Gold,P39052,Louis Philippe Floral Trousers,Men,Bottomwear,Louis Philippe,Multicolor,XS,4099.0,50,2049.5,1,2049.5,UPI,Mobile Web,Returned,9,4.0
MYN101854,2023-09-23,September,Q3,2023,CUST01926,Male,17,Mumbai,Maharashtra,Non-Member,P14017,US Polo Kids Slim Fit Loafers,Kids,Footwear,US Polo Kids,White,10,669.0,30,468.3,1,468.3,Cash on Delivery,Mobile Web,Delivered,8,4.0
MYN101855,2024-06-03,June,Q2,2024,CUST00609,Female,40,Chennai,Tamil Nadu,Non-Member,P36971,Lakme Striped Compact,Beauty,Makeup,Lakme,Green,XXL,569.0,10,512.1,2,1024.2,Credit Card,Mobile App,Delivered,9,4.0
MYN101856,2025-05-15,May,Q2,2025,CUST01126,Female,54,Delhi,Delhi,Non-Member,P94439,Spaces Slim Fit Wall Art,Home & Living,Decor,Spaces,Grey,M,839.0,10,755.1,1,755.1,Credit Card,Website,Delivered,6,2.0
MYN101857,2025-10-11,October,Q4,2025,CUST01425,Male,22,Bhopal,Madhya Pradesh,Insider,P41203,Van Heusen Printed Boxers Pack,Men,Innerwear,Van Heusen,Green,XXL,2719.0,30,1903.3,1,1903.3,Credit Card,Website,Delivered,6,5.0
MYN101858,2024-03-12,March,Q1,2024,CUST01775,Female,35,Mumbai,Maharashtra,Non-Member,P66380,Sugar Cosmetics Slim Fit Conditioner,Beauty,Haircare,Sugar Cosmetics,Black,M,1679.0,20,1343.2,1,1343.2,Myntra Wallet,Mobile App,Returned,9,4.0
MYN101859,2023-04-04,April,Q2,2023,CUST00917,Male,21,Indore,Madhya Pradesh,Insider,P23786,US Polo Kids Graphic Sandals,Kids,Footwear,US Polo Kids,Orange,11,379.0,40,227.4,1,227.4,Debit Card,Website,Delivered,9,5.0
MYN101860,2025-09-27,September,Q3,2025,CUST01540,Female,17,Indore,Madhya Pradesh,Non-Member,P23956,Puma Striped Sweater,Men,Winterwear,Puma,Purple,XXL,2149.0,20,1719.2,1,1719.2,Cash on Delivery,Mobile App,Delivered,6,5.0
MYN101861,2025-01-13,January,Q1,2025,CUST02494,Male,34,Kolkata,West Bengal,Insider,P97143,W Regular Fit Belt,Women,Accessories,W,Grey,XL,4709.0,10,4238.1,2,8476.2,UPI,Website,Cancelled,5,4.0
MYN101862,2025-07-05,July,Q3,2025,CUST01310,Male,20,Bhopal,Madhya Pradesh,Non-Member,P20827,Puma Slim Fit Sweatshirt,Men,Topwear,Puma,Purple,XS,3259.0,60,1303.6,1,1303.6,Net Banking,Mobile App,Delivered,6,4.0
MYN101863,2023-11-10,November,Q4,2023,CUST01342,Female,55,Indore,Madhya Pradesh,Non-Member,P73319,Lakme Casual Hair Oil,Beauty,Haircare,Lakme,Maroon,S,1339.0,50,669.5,1,669.5,Credit Card,Mobile Web,Delivered,8,3.0
MYN101864,2025-02-19,February,Q1,2025,CUST02484,Male,20,Pune,Maharashtra,Insider Gold,P93289,Mothercare Formal Jeans,Kids,Bottomwear,Mothercare,White,XS,3709.0,20,2967.2,1,2967.2,Cash on Delivery,Mobile Web,Delivered,4,4.0
MYN101865,2024-11-11,November,Q4,2024,CUST02092,Male,39,Delhi,Delhi,Insider Gold,P26087,Bata Regular Fit Sneakers,Footwear,Casual Shoes,Bata,Blue,11,4989.0,40,2993.4,2,5986.8,Cash on Delivery,Website,Delivered,4,5.0
MYN101866,2024-12-05,December,Q4,2024,CUST00989,Male,51,Kochi,Kerala,Non-Member,P75322,Adidas Embroidered Training Shoes,Footwear,Sports Shoes,Adidas,Blue,8,319.0,20,255.2,1,255.2,UPI,Mobile App,Delivered,8,5.0
MYN101867,2025-09-30,September,Q3,2025,CUST01070,Male,39,Bhopal,Madhya Pradesh,Insider,P74823,Levis Graphic Flip Flops,Men,Footwear,Levis,Red,7,1459.0,40,875.4,1,875.4,UPI,Website,Cancelled,6,4.0
MYN101868,2025-01-26,January,Q1,2025,CUST01268,Male,40,Coimbatore,Tamil Nadu,Non-Member,P14546,Sugar Cosmetics Printed Kajal,Beauty,Makeup,Sugar Cosmetics,Beige,XL,719.0,40,431.4,1,431.4,UPI,Mobile App,Delivered,9,5.0
MYN101869,2025-10-03,October,Q4,2025,CUST01349,Male,28,Lucknow,Uttar Pradesh,Insider,P94016,Campus Solid Training Shoes,Footwear,Sports Shoes,Campus,Orange,6,5229.0,60,2091.6,1,2091.6,Debit Card,Mobile App,Pending,9,4.0
MYN101870,2023-07-23,July,Q3,2023,CUST01620,Female,45,Lucknow,Uttar Pradesh,Insider Gold,P86673,W Embroidered Sandals,Women,Footwear,W,Pink,9,1159.0,50,579.5,1,579.5,Myntra Wallet,Mobile App,Cancelled,8,4.0
MYN101871,2023-03-02,March,Q1,2023,CUST02388,Male,33,Pune,Maharashtra,Insider Gold,P96468,Van Heusen Regular Fit Jeans,Men,Bottomwear,Van Heusen,Navy,XS,1669.0,20,1335.2,1,1335.2,Credit Card,Website,Delivered,9,5.0
MYN101872,2023-03-10,March,Q1,2023,CUST01066,Male,32,Bengaluru,Karnataka,Non-Member,P37673,Biba Printed Sweater,Women,Winterwear,Biba,Blue,XXL,1029.0,20,823.2,2,1646.4,Cash on Delivery,Mobile App,Delivered,9,3.0
MYN101873,2025-06-19,June,Q2,2025,CUST01944,Male,51,Chandigarh,Chandigarh,Non-Member,P23739,US Polo Assn Checked Wallet,Men,Accessories,US Polo Assn,Red,L,379.0,50,189.5,3,568.5,Credit Card,Mobile App,Delivered,5,1.0
MYN101874,2023-05-19,May,Q2,2023,CUST01738,Male,29,Surat,Gujarat,Insider Gold,P95131,Maybelline Formal Body Wash,Beauty,Bath & Body,Maybelline,Black,XL,179.0,60,71.6,1,71.6,UPI,Mobile Web,Delivered,7,3.0
MYN101875,2024-04-18,April,Q2,2024,CUST01236,Female,44,Pune,Maharashtra,Insider,P68230,Puma Solid Sweater,Men,Winterwear,Puma,Navy,M,5919.0,40,3551.4,2,7102.8,UPI,Mobile App,Cancelled,3,4.0
MYN101876,2023-02-01,February,Q1,2023,CUST01025,Female,44,Ahmedabad,Gujarat,Non-Member,P51046,Zara Casual Cap,Women,Accessories,Zara,Green,XS,2819.0,40,1691.4,2,3382.8,Credit Card,Mobile App,Delivered,2,4.0
MYN101877,2024-01-02,January,Q1,2024,CUST02080,Male,29,Ahmedabad,Gujarat,Non-Member,P23253,Biba Relaxed Fit Dupatta Set,Women,Ethnic Wear,Biba,Navy,XS,6419.0,0,6419.0,1,6419.0,Debit Card,Website,Delivered,5,5.0
MYN101878,2025-05-22,May,Q2,2025,CUST02192,Female,43,Bengaluru,Karnataka,Non-Member,P73743,Zara Floral Necklace Set,Women,Jewellery,Zara,Purple,M,1559.0,10,1403.1,3,4209.3,UPI,Website,Returned,6,4.0
MYN101879,2025-04-02,April,Q2,2025,CUST00962,Female,44,Delhi,Delhi,Insider,P63866,Louis Philippe Formal T-Shirt,Men,Topwear,Louis Philippe,Grey,XXL,5389.0,0,5389.0,1,5389.0,Cash on Delivery,Mobile App,Delivered,5,3.0
MYN101880,2024-02-25,February,Q1,2024,CUST00283,Male,53,Pune,Maharashtra,Non-Member,P53566,HRX Kids Checked Briefs Pack,Kids,Innerwear,HRX Kids,Pink,XXL,1559.0,60,623.6,1,623.6,Cash on Delivery,Mobile App,Delivered,3,4.0
MYN101881,2023-10-08,October,Q4,2023,CUST02551,Male,21,Hyderabad,Telangana,Insider,P85004,Roadster Embroidered Saree,Men,Ethnic Wear,Roadster,Navy,XXL,2329.0,30,1630.3,1,1630.3,Cash on Delivery,Mobile Web,Delivered,2,4.0
MYN101882,2025-09-06,September,Q3,2025,CUST00185,Female,54,Guwahati,Assam,Non-Member,P68820,Only Striped Trousers,Women,Bottomwear,Only,Purple,M,1029.0,30,720.3,1,720.3,UPI,Mobile Web,Returned,5,4.0
MYN101883,2025-06-22,June,Q2,2025,CUST00249,Female,38,Visakhapatnam,Andhra Pradesh,Insider,P89417,Maybelline Graphic Hair Oil,Beauty,Haircare,Maybelline,Black,M,1839.0,20,1471.2,1,1471.2,UPI,Mobile Web,Cancelled,3,4.0
MYN101884,2023-07-22,July,Q3,2023,CUST00141,Female,33,Kochi,Kerala,Insider,P40691,Allen Solly Junior Slim Fit Dupatta Set,Kids,Ethnic Wear,Allen Solly Junior,Pink,XXL,7829.0,30,5480.3,1,5480.3,Debit Card,Mobile Web,Cancelled,8,4.0
MYN101885,2024-01-15,January,Q1,2024,CUST01078,Female,40,Indore,Madhya Pradesh,Non-Member,P80599,Van Heusen Relaxed Fit Sherwani,Men,Ethnic Wear,Van Heusen,Orange,XS,6749.0,40,4049.4,1,4049.4,Myntra Wallet,Mobile Web,Delivered,2,4.0
MYN101886,2025-03-17,March,Q1,2025,CUST00348,Female,18,Delhi,Delhi,Insider,P73484,Campus Formal Slides,Footwear,Sandals,Campus,Orange,8,359.0,10,323.1,1,323.1,Cash on Delivery,Mobile App,Delivered,9,5.0
MYN101887,2023-02-09,February,Q1,2023,CUST00099,Female,36,Kochi,Kerala,Non-Member,P55759,HRX Slim Fit Loafers,Men,Footwear,HRX,Purple,11,3379.0,30,2365.3,1,2365.3,Cash on Delivery,Mobile App,Cancelled,3,4.0
MYN101888,2025-01-04,January,Q1,2025,CUST01776,Male,19,Ahmedabad,Gujarat,Insider,P15269,Roadster Slim Fit Sweater,Women,Winterwear,Roadster,Green,XS,439.0,30,307.3,1,307.3,Debit Card,Website,Delivered,6,5.0
MYN101889,2025-03-22,March,Q1,2025,CUST02194,Male,32,Bhopal,Madhya Pradesh,Insider Gold,P12480,Maybelline Formal Conditioner,Beauty,Haircare,Maybelline,Green,XL,1529.0,10,1376.1,2,2752.2,UPI,Mobile App,Delivered,8,1.0
MYN101890,2025-02-25,February,Q1,2025,CUST02173,Female,47,Lucknow,Uttar Pradesh,Insider,P76472,Van Heusen Regular Fit Kurta Set,Men,Ethnic Wear,Van Heusen,White,S,5619.0,10,5057.1,1,5057.1,UPI,Mobile App,Delivered,7,4.0
MYN101891,2024-06-09,June,Q2,2024,CUST01508,Male,54,Hyderabad,Telangana,Non-Member,P54328,Biba Regular Fit Shirt,Women,Topwear,Biba,Black,L,5259.0,10,4733.1,1,4733.1,Net Banking,Mobile App,Delivered,3,3.0
MYN101892,2023-04-29,April,Q2,2023,CUST01587,Male,42,Delhi,Delhi,Insider,P30487,Bombay Dyeing Solid Pillow Cover Set,Home & Living,Bedding,Bombay Dyeing,Purple,S,819.0,40,491.4,1,491.4,Credit Card,Mobile App,Pending,4,4.0
MYN101893,2024-01-04,January,Q1,2024,CUST02089,Female,20,Chandigarh,Chandigarh,Non-Member,P64974,US Polo Assn Checked Flip Flops,Men,Footwear,US Polo Assn,Green,8,4649.0,50,2324.5,1,2324.5,Net Banking,Website,Delivered,6,5.0
MYN101894,2023-11-18,November,Q4,2023,CUST02083,Female,32,Coimbatore,Tamil Nadu,Insider,P92931,Bombay Dyeing Embroidered Bedsheet Set,Home & Living,Bedding,Bombay Dyeing,Blue,M,4269.0,20,3415.2,1,3415.2,Cash on Delivery,Mobile App,Delivered,9,3.0
MYN101895,2024-06-06,June,Q2,2024,CUST01091,Male,52,Visakhapatnam,Andhra Pradesh,Insider,P12623,Story@Home Striped Cookware Set,Home & Living,Kitchen,Story@Home,Black,XL,3079.0,30,2155.3,1,2155.3,UPI,Mobile App,Pending,8,4.0
MYN101896,2024-06-05,June,Q2,2024,CUST01185,Female,26,Kolkata,West Bengal,Non-Member,P41969,Roadster Embroidered Bangles,Women,Jewellery,Roadster,Beige,L,4109.0,40,2465.4,1,2465.4,Myntra Wallet,Mobile App,Delivered,9,5.0
MYN101897,2025-07-26,July,Q3,2025,CUST00607,Male,41,Bengaluru,Karnataka,Insider,P26619,W Formal Jeans,Women,Bottomwear,W,Multicolor,XL,3569.0,20,2855.2,1,2855.2,Credit Card,Website,Pending,8,4.0
MYN101898,2024-03-07,March,Q1,2024,CUST02502,Female,22,Mumbai,Maharashtra,Insider,P59879,Puma Printed Kurta,Men,Topwear,Puma,Multicolor,M,1029.0,60,411.6,1,411.6,Credit Card,Mobile App,Returned,3,4.0
